DateTime_UTC,site,DO_mgL,Light_lux,SpecCond_uScm,WaterPres_kPa,WaterTemp_C
2019-03-12T22:00:00Z,PWC,12.79,5109.27,72.3,102.878,12.304
2019-03-12T22:15:00Z,PWC,12.74,6257.43,72.3,102.878,12.304
2019-03-12T22:30:00Z,PWC,12.68,6429.67,72.7,102.878,12.304
2019-03-12T22:45:00Z,PWC,12.63,4650,73.2,102.904,12.304
2019-03-12T23:00:00Z,PWC,12.54,2124.1,73.1,102.907,12.304
2019-03-12T23:15:00Z,PWC,12.41,383.9,72.7,102.917,12.2393
2019-03-12T23:30:00Z,PWC,12.34,21.5333,72.9,102.933,12.207
2019-03-12T23:45:00Z,PWC,12.26,0,73,102.948,12.1747
2019-03-13T00:00:00Z,PWC,12.18,0,73.2,102.975,12.11
2019-03-13T00:15:00Z,PWC,12.05,0,73.1,102.985,12.0453
2019-03-13T00:30:00Z,PWC,11.96,0,73.1,103.01,12.013
2019-03-13T00:45:00Z,PWC,11.89,0,73.3,103.007,11.916
2019-03-13T01:00:00Z,PWC,11.8,0,73,103.012,11.8513
2019-03-13T01:15:00Z,PWC,11.73,0,73.1,103.013,11.7867
2019-03-13T01:30:00Z,PWC,11.64,0,73.1,103.017,11.722
2019-03-13T01:45:00Z,PWC,11.57,0,73.1,103.043,11.625
2019-03-13T02:00:00Z,PWC,11.52,0,73.1,103.057,11.5603
2019-03-13T02:15:00Z,PWC,11.48,0,73,103.062,11.4957
2019-03-13T02:30:00Z,PWC,11.41,0,72.9,103.069,11.3987
2019-03-13T02:45:00Z,PWC,11.36,0,72.9,103.076,11.334
2019-03-13T03:00:00Z,PWC,11.29,0,72.8,103.083,11.236
2019-03-13T03:15:00Z,PWC,11.26,0,72.7,103.072,11.1713
2019-03-13T03:30:00Z,PWC,11.23,0,72.7,103.061,11.139
2019-03-13T03:45:00Z,PWC,11.17,0,72.6,103.054,11.041
2019-03-13T04:00:00Z,PWC,11.16,0,72.7,103.061,10.944
2019-03-13T04:15:00Z,PWC,11.13,0,72.5,103.062,10.846
2019-03-13T04:30:00Z,PWC,11.11,0,72.4,103.055,10.748
2019-03-13T04:45:00Z,PWC,11.08,0,72.3,103.033,10.651
2019-03-13T05:00:00Z,PWC,11.07,0,72.2,103.02,10.553
2019-03-13T05:15:00Z,PWC,11.05,0,72.1,103.012,10.4877
2019-03-13T05:30:00Z,PWC,11.03,0,71.9,103.025,10.3897
2019-03-13T05:45:00Z,PWC,11.02,0,71.9,103.023,10.3243
2019-03-13T06:00:00Z,PWC,11,0,71.7,103.03,10.2263
2019-03-13T06:15:00Z,PWC,11,0,71.8,103.024,10.1283
2019-03-13T06:30:00Z,PWC,11,0,71.6,103.022,10.063
2019-03-13T06:45:00Z,PWC,11,0,71.6,103.009,9.965
2019-03-13T07:00:00Z,PWC,10.99,0,71.3,103.001,9.899
2019-03-13T07:15:00Z,PWC,11,0,71.3,103.004,9.80067
2019-03-13T07:30:00Z,PWC,10.99,0,71.2,102.998,9.702
2019-03-13T07:45:00Z,PWC,11,0,71,102.992,9.60367
2019-03-13T08:00:00Z,PWC,11.01,0,71,102.98,9.538
2019-03-13T08:15:00Z,PWC,11,0,70.8,102.956,9.472
2019-03-13T08:30:00Z,PWC,11.02,0,70.9,102.95,9.373
2019-03-13T08:45:00Z,PWC,11.02,0,70.8,102.949,9.34033
2019-03-13T09:00:00Z,PWC,11.04,0,70.6,102.944,9.275
2019-03-13T09:15:00Z,PWC,11.05,0,70.5,102.941,9.176
2019-03-13T09:30:00Z,PWC,11.05,0,70.3,102.958,9.11
2019-03-13T09:45:00Z,PWC,11.06,0,70.3,102.959,9.044
2019-03-13T10:00:00Z,PWC,11.08,0,70.3,102.976,8.978
2019-03-13T10:15:00Z,PWC,11.09,0,70.1,103.005,8.945
2019-03-13T10:30:00Z,PWC,11.09,0,70.1,103.019,8.879
2019-03-13T10:45:00Z,PWC,11.11,0,70,103.052,8.81233
2019-03-13T11:00:00Z,PWC,11.14,0,69.9,103.063,8.779
2019-03-13T11:15:00Z,PWC,11.13,168.633,69.8,103.057,8.68
2019-03-13T11:30:00Z,PWC,11.15,868.3,69.7,103.056,8.647
2019-03-13T11:45:00Z,PWC,11.15,1980.57,69.6,103.055,8.581
2019-03-13T12:00:00Z,PWC,11.17,3157.43,69.5,103.047,8.54767
2019-03-13T12:15:00Z,PWC,11.19,4190.77,69.4,103.074,8.481
2019-03-13T12:30:00Z,PWC,11.23,6085.23,69.4,103.068,8.481
2019-03-13T12:45:00Z,PWC,11.27,8496.37,69.3,103.058,8.382
2019-03-13T13:00:00Z,PWC,11.33,9185.27,69.2,103.074,8.382
2019-03-13T13:15:00Z,PWC,11.41,19748.3,69.1,103.109,8.382
2019-03-13T13:30:00Z,PWC,11.43,34444.7,69.3,103.143,8.415
2019-03-13T13:45:00Z,PWC,11.52,18944.6,69.3,103.154,8.481
2019-03-13T14:00:00Z,PWC,11.6,27555.7,69.2,103.145,8.481
2019-03-13T14:15:00Z,PWC,11.67,44089.2,69.3,103.145,8.481
2019-03-13T14:30:00Z,PWC,11.77,70726.4,69.3,103.152,8.51433
2019-03-13T14:45:00Z,PWC,11.83,55111.4,69.4,103.141,8.581
2019-03-13T15:00:00Z,PWC,11.91,66822.7,69.4,103.136,8.647
2019-03-13T15:15:00Z,PWC,11.99,94608.1,69.6,103.134,8.779
2019-03-13T15:30:00Z,PWC,12.1,56030,69.7,103.12,8.84567
2019-03-13T15:45:00Z,PWC,12.22,42481.8,69.9,103.111,8.945
2019-03-13T16:00:00Z,PWC,12.33,50059.6,70.1,103.101,9.077
2019-03-13T16:15:00Z,PWC,12.48,49600.4,70.4,103.107,9.242
2019-03-13T16:30:00Z,PWC,12.56,53274.4,70.6,103.085,9.37333
2019-03-13T16:45:00Z,PWC,12.61,55111.5,70.8,103.077,9.538
2019-03-13T17:00:00Z,PWC,12.74,51437.4,71.3,103.033,9.702
2019-03-13T17:15:00Z,PWC,12.86,55111.4,71.4,103.019,9.86633
2019-03-13T17:30:00Z,PWC,12.93,102875,71.9,103.003,10.063
2019-03-13T17:45:00Z,PWC,12.98,106549,72.1,103.008,10.2263
2019-03-13T18:00:00Z,PWC,13.05,112060,72.4,102.981,10.4223
2019-03-13T18:15:00Z,PWC,13.12,68889.3,72.6,102.966,10.553
2019-03-13T18:30:00Z,PWC,13.14,112060,72.7,102.935,10.6833
2019-03-13T18:45:00Z,PWC,13.19,117571,73.1,102.889,10.8787
2019-03-13T19:00:00Z,PWC,13.21,64296.7,73.2,102.857,10.9763
2019-03-13T19:15:00Z,PWC,13.23,88178.3,73.4,102.851,11.1063
2019-03-13T19:30:00Z,PWC,13.3,57867.1,73.7,102.832,11.2037
2019-03-13T19:45:00Z,PWC,13.3,33066.9,73.7,102.818,11.3013
2019-03-13T20:00:00Z,PWC,13.31,29852,73.7,102.815,11.3987
2019-03-13T20:15:00Z,PWC,13.35,27096.5,74,102.814,11.4633
2019-03-13T20:30:00Z,PWC,13.34,22044.6,74.3,102.803,11.528
2019-03-13T20:45:00Z,PWC,13.33,23881.7,74.2,102.821,11.5927
2019-03-13T21:00:00Z,PWC,13.31,22274.2,74.3,102.812,11.625
2019-03-13T21:15:00Z,PWC,13.29,11251.9,74.3,102.811,11.6897
2019-03-13T21:30:00Z,PWC,13.27,7922.27,74.6,102.809,11.722
2019-03-13T21:45:00Z,PWC,13.24,11940.8,74.6,102.808,11.819
2019-03-13T22:00:00Z,PWC,13.15,8037.1,74.7,102.815,11.819
2019-03-13T22:15:00Z,PWC,13.09,6544.5,74.9,102.827,11.916
2019-03-13T22:30:00Z,PWC,12.98,5453.73,75,102.818,11.916
2019-03-13T22:45:00Z,PWC,12.9,3300.93,75.3,102.805,11.916
2019-03-13T23:00:00Z,PWC,12.81,1460.33,75.3,102.809,11.9483
2019-03-13T23:15:00Z,PWC,12.71,218.867,75.3,102.84,12.013
2019-03-13T23:30:00Z,PWC,12.63,28.7,75.4,102.859,12.013
2019-03-13T23:45:00Z,PWC,12.54,0,75.5,102.879,12.013
2019-03-14T00:00:00Z,PWC,12.39,0,75.6,102.873,11.916
2019-03-14T00:15:00Z,PWC,12.27,0,75.7,102.859,11.916
2019-03-14T00:30:00Z,PWC,12.14,0,75.8,102.863,11.916
2019-03-14T00:45:00Z,PWC,12.06,0,75.7,102.885,11.916
2019-03-14T01:00:00Z,PWC,11.96,0,75.7,102.853,11.819
2019-03-14T01:15:00Z,PWC,11.89,0,75.7,102.86,11.819
2019-03-14T01:30:00Z,PWC,11.81,0,75.7,102.854,11.7543
2019-03-14T01:45:00Z,PWC,11.72,0,75.8,102.87,11.722
2019-03-14T02:00:00Z,PWC,11.65,0,75.8,102.869,11.6897
2019-03-14T02:15:00Z,PWC,11.56,0,75.7,102.873,11.625
2019-03-14T02:30:00Z,PWC,11.5,0,75.9,102.87,11.625
2019-03-14T02:45:00Z,PWC,11.45,0,75.8,102.876,11.528
2019-03-14T03:00:00Z,PWC,11.38,0,75.9,102.873,11.528
2019-03-14T03:15:00Z,PWC,11.31,0,75.9,102.877,11.431
2019-03-14T03:30:00Z,PWC,11.27,0,75.7,102.883,11.431
2019-03-14T03:45:00Z,PWC,11.24,0,75.8,102.881,11.3663
2019-03-14T04:00:00Z,PWC,11.18,0,75.8,102.887,11.334
2019-03-14T04:15:00Z,PWC,11.13,0,75.8,102.877,11.236
2019-03-14T04:30:00Z,PWC,11.12,0,76,102.878,11.236
2019-03-14T04:45:00Z,PWC,11.06,0,75.7,102.874,11.139
2019-03-14T05:00:00Z,PWC,11.03,0,75.8,102.894,11.139
2019-03-14T05:15:00Z,PWC,11.02,0,75.8,102.895,11.0737
2019-03-14T05:30:00Z,PWC,10.97,0,75.5,102.89,11.0087
2019-03-14T05:45:00Z,PWC,10.96,0,75.6,102.898,10.944
2019-03-14T06:00:00Z,PWC,10.93,0,75.6,102.922,10.9113
2019-03-14T06:15:00Z,PWC,10.9,0,75.5,102.923,10.846
2019-03-14T06:30:00Z,PWC,10.89,0,75.3,102.909,10.7807
2019-03-14T06:45:00Z,PWC,10.85,0,74.9,102.911,10.748
2019-03-14T07:00:00Z,PWC,10.84,0,75.1,102.895,10.651
2019-03-14T07:15:00Z,PWC,10.83,0,75.1,102.886,10.651
2019-03-14T07:30:00Z,PWC,10.82,0,74.9,102.864,10.5857
2019-03-14T07:45:00Z,PWC,10.81,0,75.1,102.857,10.553
2019-03-14T08:00:00Z,PWC,10.8,0,74.9,102.829,10.4877
2019-03-14T08:15:00Z,PWC,10.81,0,74.9,102.834,10.455
2019-03-14T08:30:00Z,PWC,10.79,0,74.8,102.827,10.4223
2019-03-14T08:45:00Z,PWC,10.79,0,74.7,102.813,10.357
2019-03-14T09:00:00Z,PWC,10.78,0,74.7,102.79,10.357
2019-03-14T09:15:00Z,PWC,10.77,0,74.7,102.777,10.357
2019-03-14T09:30:00Z,PWC,10.77,0,74.6,102.78,10.357
2019-03-14T09:45:00Z,PWC,10.77,0,74.6,102.777,10.357
2019-03-14T10:00:00Z,PWC,10.76,0,74.6,102.785,10.2917
2019-03-14T10:15:00Z,PWC,10.77,0,74.5,102.774,10.259
2019-03-14T10:30:00Z,PWC,10.77,0,74.3,102.764,10.259
2019-03-14T10:45:00Z,PWC,10.77,0,74.3,102.758,10.259
2019-03-14T11:00:00Z,PWC,10.76,0,74.2,102.742,10.259
2019-03-14T11:15:00Z,PWC,10.76,53.8333,74.1,102.739,10.161
2019-03-14T11:30:00Z,PWC,10.77,362.367,74,102.746,10.161
2019-03-14T11:45:00Z,PWC,10.77,814.467,73.9,102.749,10.161
2019-03-14T12:00:00Z,PWC,10.77,1514.1,73.9,102.752,10.161
2019-03-14T12:15:00Z,PWC,10.77,2870.4,73.8,102.771,10.1283
2019-03-14T12:30:00Z,PWC,10.78,4363,73.8,102.775,10.063
2019-03-14T12:45:00Z,PWC,10.8,5798.17,73.8,102.769,10.063
2019-03-14T13:00:00Z,PWC,10.83,7463.03,73.8,102.781,10.063
2019-03-14T13:15:00Z,PWC,10.89,24340.9,73.8,102.767,10.1283
2019-03-14T13:30:00Z,PWC,10.97,31229.9,73.9,102.762,10.161
2019-03-14T13:45:00Z,PWC,11.02,16074.2,74,102.755,10.259
2019-03-14T14:00:00Z,PWC,11.1,31115,74.1,102.762,10.259
2019-03-14T14:15:00Z,PWC,11.18,39496.6,74.1,102.761,10.357
2019-03-14T14:30:00Z,PWC,11.29,63378.2,74.2,102.736,10.3897
2019-03-14T14:45:00Z,PWC,11.38,52815.2,74.5,102.733,10.4877
2019-03-14T15:00:00Z,PWC,11.47,63378.2,74.6,102.72,10.5857
2019-03-14T15:15:00Z,PWC,11.52,91852.5,74.8,102.702,10.7157
2019-03-14T15:30:00Z,PWC,11.66,48222.5,75,102.693,10.846
2019-03-14T15:45:00Z,PWC,11.84,43859.5,75.3,102.665,11.0087
2019-03-14T16:00:00Z,PWC,11.94,41104,75.5,102.68,11.1713
2019-03-14T16:15:00Z,PWC,12.04,45926.2,75.8,102.665,11.3337
2019-03-14T16:30:00Z,PWC,12.2,41333.6,76,102.638,11.4957
2019-03-14T16:45:00Z,PWC,12.33,67511.5,76.2,102.612,11.6897
2019-03-14T17:00:00Z,PWC,12.39,55570.8,76.7,102.595,11.8837
2019-03-14T17:15:00Z,PWC,12.52,67052.3,76.9,102.559,12.0777
2019-03-14T17:30:00Z,PWC,12.59,107467,77.2,102.544,12.304
2019-03-14T17:45:00Z,PWC,12.7,110223,77.6,102.495,12.4973
2019-03-14T18:00:00Z,PWC,12.72,119408,77.9,102.47,12.7223
2019-03-14T18:15:00Z,PWC,12.75,93689.5,78,102.478,12.8833
2019-03-14T18:30:00Z,PWC,12.8,69807.9,78.2,102.441,13.044
2019-03-14T18:45:00Z,PWC,12.85,90015.4,78.4,102.408,13.1407
2019-03-14T19:00:00Z,PWC,12.89,123082,78.6,102.372,13.301
2019-03-14T19:15:00Z,PWC,12.91,77156.1,78.9,102.36,13.461
2019-03-14T19:30:00Z,PWC,12.92,53274.4,78.8,102.351,13.558
2019-03-14T19:45:00Z,PWC,12.97,44089.2,78.9,102.33,13.622
2019-03-14T20:00:00Z,PWC,12.97,41792.9,79.1,102.302,13.75
2019-03-14T20:15:00Z,PWC,12.97,39496.6,79.1,102.305,13.846
2019-03-14T20:30:00Z,PWC,12.98,24800.2,79.2,102.314,13.942
2019-03-14T20:45:00Z,PWC,12.98,25718.7,79.4,102.306,14.006
2019-03-14T21:00:00Z,PWC,12.93,12170.5,79.5,102.288,14.038
2019-03-14T21:15:00Z,PWC,12.9,17222.3,79.5,102.278,14.134
2019-03-14T21:30:00Z,PWC,12.85,16533.4,79.5,102.264,14.198
2019-03-14T21:45:00Z,PWC,12.81,16992.7,79.7,102.234,14.2617
2019-03-14T22:00:00Z,PWC,12.73,7692.63,79.9,102.23,14.325
2019-03-14T22:15:00Z,PWC,12.68,6027.83,79.9,102.231,14.389
2019-03-14T22:30:00Z,PWC,12.6,5224.1,80,102.222,14.421
2019-03-14T22:45:00Z,PWC,12.53,3501.9,80.2,102.222,14.421
2019-03-14T23:00:00Z,PWC,12.41,2145.63,80.2,102.214,14.453
2019-03-14T23:15:00Z,PWC,12.28,222.467,80.4,102.218,14.485
2019-03-14T23:30:00Z,PWC,12.16,35.8667,80.5,102.238,14.517
2019-03-14T23:45:00Z,PWC,12.01,0,80.5,102.234,14.485
2019-03-15T00:00:00Z,PWC,11.86,0,80.6,102.261,14.421
2019-03-15T00:15:00Z,PWC,11.75,0,80.6,102.287,14.421
2019-03-15T00:30:00Z,PWC,11.61,0,80.8,102.309,14.421
2019-03-15T00:45:00Z,PWC,11.49,0,80.8,102.329,14.421
2019-03-15T01:00:00Z,PWC,11.4,0,80.9,102.351,14.421
2019-03-15T01:15:00Z,PWC,11.26,0,81.1,102.371,14.325
2019-03-15T01:30:00Z,PWC,11.18,0,81.1,102.368,14.325
2019-03-15T01:45:00Z,PWC,11.09,0,81.1,102.358,14.325
2019-03-15T02:00:00Z,PWC,11.02,0,81.1,102.314,14.2617
2019-03-15T02:15:00Z,PWC,10.92,0,81.1,102.31,14.23
2019-03-15T02:30:00Z,PWC,10.85,0,81.3,102.326,14.23
2019-03-15T02:45:00Z,PWC,10.79,0,81.2,102.325,14.198
2019-03-15T03:00:00Z,PWC,10.72,0,81.5,102.307,14.134
2019-03-15T03:15:00Z,PWC,10.66,0,81.5,102.272,14.134
2019-03-15T03:30:00Z,PWC,10.57,0,81.3,102.25,14.07
2019-03-15T03:45:00Z,PWC,10.53,0,81.4,102.272,14.038
2019-03-15T04:00:00Z,PWC,10.46,0,81.6,102.275,14.038
2019-03-15T04:15:00Z,PWC,10.41,0,81.5,102.256,13.942
2019-03-15T04:30:00Z,PWC,10.36,0,81.6,102.23,13.942
2019-03-15T04:45:00Z,PWC,10.31,0,81.2,102.223,13.91
2019-03-15T05:00:00Z,PWC,10.27,0,81.5,102.192,13.846
2019-03-15T05:15:00Z,PWC,10.23,0,81.1,102.17,13.846
2019-03-15T05:30:00Z,PWC,10.19,0,81.3,102.178,13.782
2019-03-15T05:45:00Z,PWC,10.13,0,81.2,102.173,13.75
2019-03-15T06:00:00Z,PWC,10.11,0,81.1,102.151,13.75
2019-03-15T06:15:00Z,PWC,10.06,0,81,102.103,13.654
2019-03-15T06:30:00Z,PWC,10.03,0,81,102.071,13.654
2019-03-15T06:45:00Z,PWC,10,0,80.9,102.057,13.622
2019-03-15T07:00:00Z,PWC,9.98,0,80.9,102.094,13.558
2019-03-15T07:15:00Z,PWC,9.94,0,80.8,102.091,13.558
2019-03-15T07:30:00Z,PWC,9.91,0,80.5,102.107,13.558
2019-03-15T07:45:00Z,PWC,9.91,0,80.4,102.12,13.461
2019-03-15T08:00:00Z,PWC,9.89,0,80,102.12,13.461
2019-03-15T08:15:00Z,PWC,9.89,0,80.5,102.113,13.461
2019-03-15T08:30:00Z,PWC,9.86,0,80.3,102.129,13.461
2019-03-15T08:45:00Z,PWC,9.85,0,80.2,102.12,13.461
2019-03-15T09:00:00Z,PWC,9.84,0,80.2,102.11,13.461
2019-03-15T09:15:00Z,PWC,9.83,0,80.2,102.097,13.461
2019-03-15T09:30:00Z,PWC,9.83,0,80.2,102.126,13.461
2019-03-15T09:45:00Z,PWC,9.81,0,80.1,102.142,13.461
2019-03-15T10:00:00Z,PWC,9.81,0,80,102.187,13.461
2019-03-15T10:15:00Z,PWC,9.78,0,79.9,102.181,13.461
2019-03-15T10:30:00Z,PWC,9.78,0,79.9,102.03,13.461
2019-03-15T10:45:00Z,PWC,9.78,0,79.9,102.078,13.461
2019-03-15T11:00:00Z,PWC,9.76,0,79.8,102.113,13.461
2019-03-15T11:15:00Z,PWC,9.75,50.2333,79.7,102.101,13.461
2019-03-15T11:30:00Z,PWC,9.75,502.3,79.7,102.094,13.461
2019-03-15T11:45:00Z,PWC,9.74,1679.17,79.7,102.097,13.461
2019-03-15T12:00:00Z,PWC,9.74,3616.7,79.7,102.113,13.461
2019-03-15T12:15:00Z,PWC,9.74,6774.1,79.5,102.11,13.461
2019-03-15T12:30:00Z,PWC,9.74,10563,79.7,102.1,13.461
2019-03-15T12:45:00Z,PWC,9.76,11940.8,79.7,102.112,13.5257
2019-03-15T13:00:00Z,PWC,9.82,15385.3,79.7,102.077,13.558
2019-03-15T13:15:00Z,PWC,9.87,16074.2,79.7,102.065,13.558
2019-03-15T13:30:00Z,PWC,9.95,15155.6,79.7,102.047,13.622
2019-03-15T13:45:00Z,PWC,10.09,12629.7,79.6,102.035,13.654
2019-03-15T14:00:00Z,PWC,10.16,8381.53,79.6,102.058,13.654
2019-03-15T14:15:00Z,PWC,10.31,10333.4,79.6,102.046,13.686
2019-03-15T14:30:00Z,PWC,10.41,23422.4,79.6,102.029,13.75
2019-03-15T14:45:00Z,PWC,10.47,36281.7,79.6,101.983,13.814
2019-03-15T15:00:00Z,PWC,10.52,25948.3,79.8,101.965,13.846
2019-03-15T15:15:00Z,PWC,10.6,55111.5,79.9,101.958,13.942
2019-03-15T15:30:00Z,PWC,10.7,38578,80,101.958,14.07
2019-03-15T15:45:00Z,PWC,10.85,25259.4,80.1,101.945,14.166
2019-03-15T16:00:00Z,PWC,11.01,18600.1,80,101.931,14.23
2019-03-15T16:15:00Z,PWC,11.17,27211.3,80,101.91,14.2617
2019-03-15T16:30:00Z,PWC,11.31,40874.3,80.2,101.887,14.357
2019-03-15T16:45:00Z,PWC,11.4,22503.9,80.2,101.889,14.421
2019-03-15T17:00:00Z,PWC,11.43,25489.1,80.3,101.891,14.485
2019-03-15T17:15:00Z,PWC,11.5,11940.8,80.4,101.88,14.549
2019-03-15T17:30:00Z,PWC,11.56,13089,80.3,101.843,14.613
2019-03-15T17:45:00Z,PWC,11.61,19633.5,80.4,101.808,14.613
2019-03-15T18:00:00Z,PWC,11.63,10907.5,80.5,101.798,14.709
2019-03-15T18:15:00Z,PWC,11.65,4018.57,80.7,101.814,14.709
2019-03-15T18:30:00Z,PWC,11.65,11366.7,80.5,101.804,14.709
2019-03-15T18:45:00Z,PWC,11.66,9988.97,80.9,101.743,14.804
2019-03-15T19:00:00Z,PWC,11.6,7061.13,80.9,101.759,14.804
2019-03-15T19:15:00Z,PWC,11.53,2411.13,80.4,101.78,14.868
2019-03-15T19:30:00Z,PWC,11.46,4908.37,80.3,101.798,14.9
2019-03-15T19:45:00Z,PWC,11.43,1923.17,80.4,101.843,14.932
2019-03-15T20:00:00Z,PWC,11.34,8726,80.3,101.842,14.996
2019-03-15T20:15:00Z,PWC,11.3,11251.9,80.3,101.816,14.996
2019-03-15T20:30:00Z,PWC,11.22,11940.8,80.3,101.806,14.996
2019-03-15T20:45:00Z,PWC,11.18,13318.6,80.5,101.8,14.996
2019-03-15T21:00:00Z,PWC,11.17,11711.2,80.5,101.802,15.0593
2019-03-15T21:15:00Z,PWC,11.21,7692.67,80.6,101.829,15.091
2019-03-15T21:30:00Z,PWC,11.2,5511.13,80.6,101.79,15.091
2019-03-15T21:45:00Z,PWC,11.2,8094.5,80.6,101.832,15.091
2019-03-15T22:00:00Z,PWC,11.15,7807.5,80.6,101.852,15.123
2019-03-15T22:15:00Z,PWC,11.09,3788.9,80.7,101.857,15.187
2019-03-15T22:30:00Z,PWC,11.02,1783.23,80.7,101.905,15.187
2019-03-15T22:45:00Z,PWC,10.96,2755.57,80.7,101.96,15.187
2019-03-15T23:00:00Z,PWC,10.87,1517.7,80.8,102.066,15.187
2019-03-15T23:15:00Z,PWC,10.78,889.833,80.9,102.143,15.187
2019-03-15T23:30:00Z,PWC,10.69,376.733,81,102.191,15.187
2019-03-15T23:45:00Z,PWC,10.6,0,81.1,102.192,15.187
2019-03-16T00:00:00Z,PWC,10.5,0,81.1,102.191,15.187
2019-03-16T00:15:00Z,PWC,10.38,0,81.1,102.178,15.155
2019-03-16T00:30:00Z,PWC,10.33,0,81.2,102.166,15.091
2019-03-16T00:45:00Z,PWC,10.24,0,81.4,102.137,15.091
2019-03-16T01:00:00Z,PWC,10.17,0,81.6,102.115,15.091
2019-03-16T01:15:00Z,PWC,10.11,0,81.9,102.117,15.0593
2019-03-16T01:30:00Z,PWC,10.04,0,82.6,102.137,14.996
2019-03-16T01:45:00Z,PWC,10,0,83.6,102.131,14.996
2019-03-16T02:00:00Z,PWC,9.93,0,84.9,102.128,14.996
2019-03-16T02:15:00Z,PWC,9.89,0,86.6,102.124,14.996
2019-03-16T02:30:00Z,PWC,9.81,0,88.8,102.135,14.9
2019-03-16T02:45:00Z,PWC,9.76,0,90.6,102.131,14.9
2019-03-16T03:00:00Z,PWC,9.72,0,93,102.138,14.9
2019-03-16T03:15:00Z,PWC,9.67,0,94.8,102.147,14.9
2019-03-16T03:30:00Z,PWC,9.65,0,96.3,102.147,14.9
2019-03-16T03:45:00Z,PWC,9.61,0,96.8,102.16,14.9
2019-03-16T04:00:00Z,PWC,9.58,0,97.4,102.172,14.868
2019-03-16T04:15:00Z,PWC,9.57,0,97.2,102.17,14.804
2019-03-16T04:30:00Z,PWC,9.55,0,96.6,102.17,14.804
2019-03-16T04:45:00Z,PWC,9.54,0,95.6,102.19,14.7407
2019-03-16T05:00:00Z,PWC,9.52,0,94.2,102.206,14.709
2019-03-16T05:15:00Z,PWC,9.5,0,92.2,102.192,14.677
2019-03-16T05:30:00Z,PWC,9.48,0,91,102.228,14.613
2019-03-16T05:45:00Z,PWC,9.48,0,89.6,102.254,14.613
2019-03-16T06:00:00Z,PWC,9.49,0,88.5,102.268,14.517
2019-03-16T06:15:00Z,PWC,9.47,0,87.9,102.299,14.517
2019-03-16T06:30:00Z,PWC,9.44,0,87.2,102.313,14.421
2019-03-16T06:45:00Z,PWC,9.47,0,86.8,102.337,14.389
2019-03-16T07:00:00Z,PWC,9.49,0,86.6,102.351,14.325
2019-03-16T07:15:00Z,PWC,9.49,0,86,102.368,14.23
2019-03-16T07:30:00Z,PWC,9.48,0,85.7,102.364,14.23
2019-03-16T07:45:00Z,PWC,9.5,0,85.6,102.378,14.134
2019-03-16T08:00:00Z,PWC,9.48,0,85.4,102.418,14.102
2019-03-16T08:15:00Z,PWC,9.49,0,85,102.426,14.038
2019-03-16T08:30:00Z,PWC,9.52,0,84.7,102.459,13.942
2019-03-16T08:45:00Z,PWC,9.52,0,84.4,102.47,13.878
2019-03-16T09:00:00Z,PWC,9.55,0,84,102.485,13.846
2019-03-16T09:15:00Z,PWC,9.56,0,83.6,102.514,13.75
2019-03-16T09:30:00Z,PWC,9.57,0,83.3,102.525,13.686
2019-03-16T09:45:00Z,PWC,9.6,0,82.9,102.526,13.622
2019-03-16T10:00:00Z,PWC,9.61,0,82.4,102.559,13.558
2019-03-16T10:15:00Z,PWC,9.61,0,82.1,102.582,13.461
2019-03-16T10:30:00Z,PWC,9.63,0,81.7,102.596,13.397
2019-03-16T10:45:00Z,PWC,9.65,0,81.3,102.609,13.301
2019-03-16T11:00:00Z,PWC,9.68,0,81.2,102.652,13.237
2019-03-16T11:15:00Z,PWC,9.7,122,80.9,102.67,13.173
2019-03-16T11:30:00Z,PWC,9.71,749.9,80.7,102.696,13.076
2019-03-16T11:45:00Z,PWC,9.75,2181.5,80.6,102.726,13.012
2019-03-16T12:00:00Z,PWC,9.75,2439.87,80.6,102.743,12.9477
2019-03-16T12:15:00Z,PWC,9.77,4822.23,80.6,102.773,12.883
2019-03-16T12:30:00Z,PWC,9.79,5511.1,80.5,102.771,12.819
2019-03-16T12:45:00Z,PWC,9.87,7348.2,80.5,102.798,12.7547
2019-03-16T13:00:00Z,PWC,9.92,10103.8,80.5,102.822,12.69
2019-03-16T13:15:00Z,PWC,10,31229.8,80.6,102.806,12.69
2019-03-16T13:30:00Z,PWC,10.11,40874.3,80.8,102.838,12.69
2019-03-16T13:45:00Z,PWC,10.17,17681.6,80.9,102.844,12.658
2019-03-16T14:00:00Z,PWC,10.27,33985.4,81,102.861,12.594
2019-03-16T14:15:00Z,PWC,10.35,38578,81.1,102.854,12.594
2019-03-16T14:30:00Z,PWC,10.44,52815.2,81.3,102.861,12.594
2019-03-16T14:45:00Z,PWC,10.54,70726.4,81.4,102.861,12.594
2019-03-16T15:00:00Z,PWC,10.64,71989.4,81.4,102.842,12.594
2019-03-16T15:15:00Z,PWC,10.83,102875,81.7,102.854,12.69
2019-03-16T15:30:00Z,PWC,10.93,50518.9,81.9,102.861,12.69
2019-03-16T15:45:00Z,PWC,11.06,47763.3,81.9,102.837,12.7547
2019-03-16T16:00:00Z,PWC,11.23,53733.7,82.1,102.823,12.819
2019-03-16T16:15:00Z,PWC,11.44,58785.6,82.2,102.825,12.883
2019-03-16T16:30:00Z,PWC,11.52,51437.4,82.1,102.808,12.98
