DateTime_UTC,site,DO_mgL,SpecCond_uScm,WaterPres_kPa,WaterTemp_C,WaterTemp2_C
2019-03-06T17:15:00Z,WB,12.75,52.8,103.911,6.82167,NA
2019-03-06T17:30:00Z,WB,12.82,53.1,103.865,6.909,NA
2019-03-06T17:45:00Z,WB,12.82,53.4,103.808,7.026,NA
2019-03-06T18:00:00Z,WB,12.84,53.5,103.791,7.14633,NA
2019-03-06T18:15:00Z,WB,12.84,53.7,103.744,7.243,NA
2019-03-06T18:30:00Z,WB,12.84,54,103.718,7.34,NA
2019-03-06T18:45:00Z,WB,12.82,54.1,103.711,7.437,NA
2019-03-06T19:00:00Z,WB,12.82,54.3,103.664,7.53033,NA
2019-03-06T19:15:00Z,WB,12.79,54.5,103.657,7.62733,NA
2019-03-06T19:30:00Z,WB,12.78,54.6,103.61,7.714,NA
2019-03-06T19:45:00Z,WB,12.74,54.8,103.564,7.79733,NA
2019-03-06T20:00:00Z,WB,12.73,55,103.504,7.83733,NA
2019-03-06T20:15:00Z,WB,12.7,55.1,103.477,7.89733,NA
2019-03-06T20:30:00Z,WB,12.67,55.1,103.447,7.92067,NA
2019-03-06T20:45:00Z,WB,12.65,55.3,103.398,7.93067,NA
2019-03-06T21:00:00Z,WB,12.62,55.3,103.338,7.93733,NA
2019-03-06T21:15:00Z,WB,12.6,55.5,103.311,7.981,NA
2019-03-06T21:30:00Z,WB,12.54,55.5,103.291,7.98433,NA
2019-03-06T21:45:00Z,WB,12.5,55.6,103.238,7.944,NA
2019-03-06T22:00:00Z,WB,12.47,55.7,103.199,7.93733,NA
2019-03-06T22:15:00Z,WB,12.43,55.7,103.189,7.92067,NA
2019-03-06T22:30:00Z,WB,12.42,55.8,103.199,7.904,NA
2019-03-06T22:45:00Z,WB,12.39,55.8,103.199,7.89067,NA
2019-03-06T23:00:00Z,WB,12.33,55.9,103.166,7.834,NA
2019-03-06T23:15:00Z,WB,12.3,56,103.156,7.80733,NA
2019-03-06T23:30:00Z,WB,12.26,56.1,103.176,7.78067,NA
2019-03-06T23:45:00Z,WB,12.22,56.1,103.183,7.71733,NA
2019-03-07T00:00:00Z,WB,12.18,56.2,103.173,7.69067,NA
2019-03-07T00:15:00Z,WB,12.15,56.4,103.189,7.614,NA
2019-03-07T00:30:00Z,WB,12.12,56.4,103.199,7.59067,NA
2019-03-07T00:45:00Z,WB,12.09,56.5,103.199,7.564,NA
2019-03-07T01:00:00Z,WB,12.06,56.6,103.186,7.50367,NA
2019-03-07T01:15:00Z,WB,12.04,56.8,103.216,7.47367,NA
2019-03-07T01:30:00Z,WB,12.02,56.9,103.213,7.407,NA
2019-03-07T01:45:00Z,WB,11.99,57,103.233,7.38033,NA
2019-03-07T02:00:00Z,WB,11.97,57.1,103.25,7.31333,NA
2019-03-07T02:15:00Z,WB,11.96,57.2,103.22,7.28,NA
2019-03-07T02:30:00Z,WB,11.94,57.2,103.227,7.213,NA
2019-03-07T02:45:00Z,WB,11.94,57.2,103.277,7.17633,NA
2019-03-07T03:00:00Z,WB,11.92,57.4,103.264,7.11633,NA
2019-03-07T03:15:00Z,WB,11.92,57.4,103.284,7.07967,NA
2019-03-07T03:30:00Z,WB,11.92,57.5,103.271,7.01267,NA
2019-03-07T03:45:00Z,WB,11.92,57.5,103.271,6.976,NA
2019-03-07T04:00:00Z,WB,11.91,57.5,103.278,6.91233,NA
2019-03-07T04:15:00Z,WB,11.91,57.6,103.258,6.879,NA
2019-03-07T04:30:00Z,WB,11.9,57.6,103.294,6.81167,NA
2019-03-07T04:45:00Z,WB,11.91,57.6,103.265,6.775,NA
2019-03-07T05:00:00Z,WB,11.9,57.6,103.252,6.71133,NA
2019-03-07T05:15:00Z,WB,11.89,57.6,103.252,6.68133,NA
2019-03-07T05:30:00Z,WB,11.92,57.7,103.252,6.65133,NA
2019-03-07T05:45:00Z,WB,11.91,57.7,103.249,6.591,NA
2019-03-07T06:00:00Z,WB,11.92,57.8,103.258,6.561,NA
2019-03-07T06:15:00Z,WB,11.93,57.8,103.245,6.49367,NA
2019-03-07T06:30:00Z,WB,11.95,57.8,103.255,6.467,NA
2019-03-07T06:45:00Z,WB,11.95,57.9,103.242,6.4,NA
2019-03-07T07:00:00Z,WB,11.96,57.9,103.232,6.37,NA
2019-03-07T07:15:00Z,WB,11.96,57.9,103.203,6.34333,NA
2019-03-07T07:30:00Z,WB,11.98,58,103.2,6.27267,NA
2019-03-07T07:45:00Z,WB,12.01,58,103.19,6.23933,NA
2019-03-07T08:00:00Z,WB,12.02,58.1,103.187,6.17867,NA
2019-03-07T08:15:00Z,WB,12.02,58,103.167,6.14867,NA
2019-03-07T08:30:00Z,WB,12.04,58.1,103.154,6.088,NA
2019-03-07T08:45:00Z,WB,12.06,58.1,103.174,6.05467,NA
2019-03-07T09:00:00Z,WB,12.06,58.1,103.21,5.984,NA
2019-03-07T09:15:00Z,WB,12.08,58.1,103.24,5.95733,NA
2019-03-07T09:30:00Z,WB,12.09,58.1,103.267,5.88667,NA
2019-03-07T09:45:00Z,WB,12.1,58.1,103.257,5.86333,NA
2019-03-07T10:00:00Z,WB,12.11,58.1,103.247,5.82667,NA
2019-03-07T10:15:00Z,WB,12.14,58,103.234,5.759,NA
2019-03-07T10:30:00Z,WB,12.14,58,103.264,5.729,NA
2019-03-07T10:45:00Z,WB,12.17,58,103.29,5.66167,NA
2019-03-07T11:00:00Z,WB,12.18,57.9,103.29,5.635,NA
2019-03-07T11:15:00Z,WB,12.23,57.9,103.277,5.57067,NA
2019-03-07T11:30:00Z,WB,12.23,57.9,103.277,5.544,NA
2019-03-07T11:45:00Z,WB,12.25,57.9,103.287,5.51733,NA
2019-03-07T12:00:00Z,WB,12.28,57.8,103.284,5.44667,NA
2019-03-07T12:15:00Z,WB,12.29,57.8,103.334,5.42,NA
2019-03-07T12:30:00Z,WB,12.32,57.7,103.331,5.35233,NA
2019-03-07T12:45:00Z,WB,12.34,57.7,103.331,5.33233,NA
2019-03-07T13:00:00Z,WB,12.39,57.7,103.351,5.31567,NA
2019-03-07T13:15:00Z,WB,12.43,57.7,103.361,5.30567,NA
2019-03-07T13:30:00Z,WB,12.45,57.7,103.401,5.299,NA
2019-03-07T13:45:00Z,WB,12.49,57.7,103.407,5.25467,NA
2019-03-07T14:00:00Z,WB,12.54,57.8,103.407,5.26133,NA
2019-03-07T14:15:00Z,WB,12.57,57.8,103.437,5.278,NA
2019-03-07T14:30:00Z,WB,12.63,57.8,103.401,5.34233,NA
2019-03-07T14:45:00Z,WB,12.69,58,103.401,5.37567,NA
2019-03-07T15:00:00Z,WB,12.73,58,103.344,5.44,NA
2019-03-07T15:15:00Z,WB,12.78,58.1,103.344,5.46333,NA
2019-03-07T15:30:00Z,WB,12.82,58.2,103.327,5.52733,NA
2019-03-07T15:45:00Z,WB,12.87,58.2,103.327,5.564,NA
2019-03-07T16:00:00Z,WB,12.91,58.3,103.34,5.64167,NA
2019-03-07T16:15:00Z,WB,12.94,58.4,103.31,5.65833,NA
2019-03-07T16:30:00Z,WB,12.99,58.5,103.261,5.69167,NA
2019-03-07T16:45:00Z,WB,13.02,58.5,103.264,5.75233,NA
2019-03-07T17:00:00Z,WB,13.05,58.6,103.274,5.789,NA
2019-03-07T17:15:00Z,WB,13.09,58.7,103.257,5.87333,NA
2019-03-07T17:30:00Z,WB,13.09,58.9,103.22,5.95067,NA
2019-03-07T17:45:00Z,WB,13.13,58.9,103.18,6.00067,NA
2019-03-07T18:00:00Z,WB,13.13,59,103.144,6.09133,NA
2019-03-07T18:15:00Z,WB,13.16,59.3,103.127,6.18533,NA
2019-03-07T18:30:00Z,WB,13.18,59.4,103.09,6.29933,NA
2019-03-07T18:45:00Z,WB,13.17,59.4,103.073,6.35333,NA
2019-03-07T19:00:00Z,WB,13.2,59.6,103.073,6.41333,NA
2019-03-07T19:15:00Z,WB,13.2,59.7,103.037,6.51367,NA
2019-03-07T19:30:00Z,WB,13.2,59.9,103.02,6.601,NA
2019-03-07T19:45:00Z,WB,13.19,60,103.023,6.68133,NA
2019-03-07T20:00:00Z,WB,13.17,60.1,102.996,6.76167,NA
2019-03-07T20:15:00Z,WB,13.17,60.2,102.996,6.81167,NA
2019-03-07T20:30:00Z,WB,13.14,60.4,102.989,6.89567,NA
2019-03-07T20:45:00Z,WB,13.12,60.4,102.982,6.97267,NA
2019-03-07T21:00:00Z,WB,13.1,60.6,102.972,7.01267,NA
2019-03-07T21:15:00Z,WB,13.07,60.6,102.995,7.08633,NA
2019-03-07T21:30:00Z,WB,13.04,60.7,102.985,7.113,NA
2019-03-07T21:45:00Z,WB,13.02,60.8,102.978,7.17633,NA
2019-03-07T22:00:00Z,WB,12.99,60.8,102.988,7.19967,NA
2019-03-07T22:15:00Z,WB,12.93,60.9,102.988,7.20967,NA
2019-03-07T22:30:00Z,WB,12.9,60.9,102.981,7.26,NA
2019-03-07T22:45:00Z,WB,12.86,60.9,102.991,7.27333,NA
2019-03-07T23:00:00Z,WB,12.81,61,103.001,7.27333,NA
2019-03-07T23:15:00Z,WB,12.76,61.2,102.971,7.27,NA
2019-03-07T23:30:00Z,WB,12.71,61.2,102.991,7.26667,NA
2019-03-07T23:45:00Z,WB,12.67,61.2,103.001,7.26333,NA
2019-03-08T00:00:00Z,WB,12.62,61.2,103.041,7.24667,NA
2019-03-08T00:15:00Z,WB,12.6,61.2,103.038,7.213,NA
2019-03-08T00:30:00Z,WB,12.53,61.2,103.048,7.20633,NA
2019-03-08T00:45:00Z,WB,12.49,61.2,103.028,7.19633,NA
2019-03-08T01:00:00Z,WB,12.45,61.3,103.068,7.193,NA
2019-03-08T01:15:00Z,WB,12.4,61.3,103.038,7.17967,NA
2019-03-08T01:30:00Z,WB,12.36,61.3,103.018,7.17633,NA
2019-03-08T01:45:00Z,WB,12.32,61.3,103.028,7.17633,NA
2019-03-08T02:00:00Z,WB,12.28,61.4,103.048,7.16967,NA
2019-03-08T02:15:00Z,WB,12.25,61.4,103.068,7.153,NA
2019-03-08T02:30:00Z,WB,12.23,61.4,103.078,7.13967,NA
2019-03-08T02:45:00Z,WB,12.2,61.5,103.065,7.10633,NA
2019-03-08T03:00:00Z,WB,12.16,61.4,103.095,7.09967,NA
2019-03-08T03:15:00Z,WB,12.14,61.4,103.095,7.083,NA
2019-03-08T03:30:00Z,WB,12.12,61.4,103.085,7.06633,NA
2019-03-08T03:45:00Z,WB,12.1,61.4,103.065,7.063,NA
2019-03-08T04:00:00Z,WB,12.08,61.4,103.035,7.053,NA
2019-03-08T04:15:00Z,WB,12.07,61.5,103.055,7.03967,NA
2019-03-08T04:30:00Z,WB,12.05,61.5,103.032,6.99267,NA
2019-03-08T04:45:00Z,WB,12.04,61.5,103.032,6.986,NA
2019-03-08T05:00:00Z,WB,12.03,61.5,103.032,6.96933,NA
2019-03-08T05:15:00Z,WB,12.01,61.5,102.982,6.966,NA
2019-03-08T05:30:00Z,WB,11.99,61.6,102.982,6.95267,NA
2019-03-08T05:45:00Z,WB,11.98,61.6,102.972,6.94267,NA
2019-03-08T06:00:00Z,WB,11.97,61.6,102.999,6.899,NA
2019-03-08T06:15:00Z,WB,11.96,61.7,102.949,6.89233,NA
2019-03-08T06:30:00Z,WB,11.95,61.7,102.939,6.89233,NA
2019-03-08T06:45:00Z,WB,11.94,61.7,102.92,6.88233,NA
2019-03-08T07:00:00Z,WB,11.94,61.8,102.92,6.879,NA
2019-03-08T07:15:00Z,WB,11.94,61.9,102.89,6.87233,NA
2019-03-08T07:30:00Z,WB,11.93,61.8,102.9,6.86567,NA
2019-03-08T07:45:00Z,WB,11.92,61.9,102.88,6.86567,NA
2019-03-08T08:00:00Z,WB,11.92,61.9,102.85,6.859,NA
2019-03-08T08:15:00Z,WB,11.91,61.9,102.85,6.859,NA
2019-03-08T08:30:00Z,WB,11.91,61.9,102.83,6.859,NA
2019-03-08T08:45:00Z,WB,11.91,61.9,102.81,6.85567,NA
2019-03-08T09:00:00Z,WB,11.9,62,102.79,6.84567,NA
2019-03-08T09:15:00Z,WB,11.9,62,102.8,6.84567,NA
2019-03-08T09:30:00Z,WB,11.9,62,102.81,6.84567,NA
2019-03-08T09:45:00Z,WB,11.91,62,102.82,6.839,NA
2019-03-08T10:00:00Z,WB,11.91,62,102.82,6.829,NA
2019-03-08T10:15:00Z,WB,11.9,62,102.837,6.795,NA
2019-03-08T10:30:00Z,WB,11.89,62,102.837,6.785,NA
2019-03-08T10:45:00Z,WB,11.89,62.1,102.867,6.785,NA
2019-03-08T11:00:00Z,WB,11.9,62.1,102.857,6.785,NA
2019-03-08T11:15:00Z,WB,11.91,62,102.857,6.77833,NA
2019-03-08T11:30:00Z,WB,11.91,62.2,102.877,6.76833,NA
2019-03-08T11:45:00Z,WB,11.9,62.2,102.877,6.76833,NA
2019-03-08T12:00:00Z,WB,11.91,62.2,102.897,6.76833,NA
2019-03-08T12:15:00Z,WB,11.91,62.3,102.917,6.76167,NA
2019-03-08T12:30:00Z,WB,11.94,62.3,102.917,6.75833,NA
2019-03-08T12:45:00Z,WB,11.93,62.3,102.956,6.75833,NA
2019-03-08T13:00:00Z,WB,11.96,62.3,102.986,6.755,NA
2019-03-08T13:15:00Z,WB,11.97,62.3,102.936,6.74833,NA
2019-03-08T13:30:00Z,WB,11.99,62.3,102.926,6.75167,NA
2019-03-08T13:45:00Z,WB,12.05,62.4,102.946,6.76833,NA
2019-03-08T14:00:00Z,WB,12.08,62.4,102.917,6.785,NA
2019-03-08T14:15:00Z,WB,12.11,62.5,102.926,6.79167,NA
2019-03-08T14:30:00Z,WB,12.11,62.6,102.936,6.80167,NA
2019-03-08T14:45:00Z,WB,12.16,62.6,102.88,6.84567,NA
2019-03-08T15:00:00Z,WB,12.2,62.6,102.87,6.859,NA
2019-03-08T15:15:00Z,WB,12.22,62.6,102.86,6.86567,NA
2019-03-08T15:30:00Z,WB,12.25,62.7,102.88,6.879,NA
2019-03-08T15:45:00Z,WB,12.3,62.7,102.84,6.89233,NA
2019-03-08T16:00:00Z,WB,12.32,62.7,102.83,6.91233,NA
2019-03-08T16:15:00Z,WB,12.39,62.9,102.793,6.95933,NA
2019-03-08T16:30:00Z,WB,12.43,62.9,102.734,6.99267,NA
2019-03-08T16:45:00Z,WB,12.47,62.9,102.714,7.006,NA
2019-03-08T17:00:00Z,WB,12.48,63.1,102.707,7.06967,NA
2019-03-08T17:15:00Z,WB,12.52,63.1,102.687,7.08633,NA
2019-03-08T17:30:00Z,WB,12.55,63.2,102.67,7.15633,NA
2019-03-08T17:45:00Z,WB,12.59,63.3,102.63,7.17967,NA
2019-03-08T18:00:00Z,WB,12.6,63.3,102.63,7.18967,NA
2019-03-08T18:15:00Z,WB,12.57,63.4,102.67,7.20633,NA
2019-03-08T18:30:00Z,WB,12.6,63.4,102.64,7.21633,NA
2019-03-08T18:45:00Z,WB,12.55,63.6,102.554,7.25,NA
2019-03-08T19:00:00Z,WB,12.57,63.6,102.484,7.27,NA
2019-03-08T19:15:00Z,WB,12.62,63.7,102.435,7.32,NA
2019-03-08T19:30:00Z,WB,12.68,63.8,102.408,7.387,NA
2019-03-08T19:45:00Z,WB,12.68,63.8,102.378,7.40033,NA
2019-03-08T20:00:00Z,WB,12.65,64,102.378,7.42033,NA
2019-03-08T20:15:00Z,WB,12.65,64.1,102.361,7.48033,NA
2019-03-08T20:30:00Z,WB,12.62,64.2,102.361,7.50367,NA
2019-03-08T20:45:00Z,WB,12.59,64.3,102.341,7.51367,NA
2019-03-08T21:00:00Z,WB,12.59,64.4,102.331,7.53033,NA
2019-03-08T21:15:00Z,WB,12.56,64.5,102.354,7.57733,NA
2019-03-08T21:30:00Z,WB,12.54,64.6,102.324,7.594,NA
2019-03-08T21:45:00Z,WB,12.52,64.6,102.294,7.604,NA
2019-03-08T22:00:00Z,WB,12.51,64.7,102.304,7.62067,NA
2019-03-08T22:15:00Z,WB,12.47,64.8,102.278,7.664,NA
2019-03-08T22:30:00Z,WB,12.45,64.8,102.347,7.674,NA
2019-03-08T22:45:00Z,WB,12.42,64.9,102.377,7.684,NA
2019-03-08T23:00:00Z,WB,12.39,64.9,102.297,7.684,NA
2019-03-08T23:15:00Z,WB,12.33,65,102.397,7.69733,NA
2019-03-08T23:30:00Z,WB,12.3,65.1,102.377,7.704,NA
2019-03-08T23:45:00Z,WB,12.26,65.1,102.377,7.71733,NA
2019-03-09T00:00:00Z,WB,12.23,65.2,102.367,7.71733,NA
2019-03-09T00:15:00Z,WB,12.18,65.2,102.36,7.76067,NA
2019-03-09T00:30:00Z,WB,12.13,65.2,102.39,7.764,NA
2019-03-09T00:45:00Z,WB,12.11,65.2,102.39,7.764,NA
2019-03-09T01:00:00Z,WB,12.07,65.2,102.39,7.764,NA
2019-03-09T01:15:00Z,WB,12.04,65.3,102.37,7.77067,NA
2019-03-09T01:30:00Z,WB,11.99,65.4,102.36,7.77067,NA
2019-03-09T01:45:00Z,WB,11.96,65.4,102.4,7.77733,NA
2019-03-09T02:00:00Z,WB,11.94,65.5,102.39,7.77733,NA
2019-03-09T02:15:00Z,WB,11.91,65.4,102.37,7.77733,NA
2019-03-09T02:30:00Z,WB,11.88,65.5,102.33,7.78733,NA
2019-03-09T02:45:00Z,WB,11.85,65.5,102.33,7.784,NA
2019-03-09T03:00:00Z,WB,11.84,65.5,102.34,7.78733,NA
2019-03-09T03:15:00Z,WB,11.8,65.5,102.35,7.78733,NA
2019-03-09T03:30:00Z,WB,11.78,65.5,102.35,7.78733,NA
2019-03-09T03:45:00Z,WB,11.76,65.5,102.34,7.78733,NA
2019-03-09T04:00:00Z,WB,11.75,65.5,102.36,7.78733,NA
2019-03-09T04:15:00Z,WB,11.72,65.5,102.38,7.78733,NA
2019-03-09T04:30:00Z,WB,11.72,65.5,102.36,7.78733,NA
2019-03-09T04:45:00Z,WB,11.69,65.6,102.4,7.78733,NA
2019-03-09T05:00:00Z,WB,11.7,65.5,102.34,7.79067,NA
2019-03-09T05:15:00Z,WB,11.67,65.6,102.31,7.78733,NA
2019-03-09T05:30:00Z,WB,11.66,65.5,102.31,7.78733,NA
2019-03-09T05:45:00Z,WB,11.65,65.5,102.3,7.78733,NA
2019-03-09T06:00:00Z,WB,11.64,65.6,102.31,7.77733,NA
2019-03-09T06:15:00Z,WB,11.64,65.6,102.3,7.78067,NA
2019-03-09T06:30:00Z,WB,11.63,65.7,102.291,7.78067,NA
2019-03-09T06:45:00Z,WB,11.61,65.8,102.31,7.78067,NA
2019-03-09T07:00:00Z,WB,11.59,65.8,102.31,7.78067,NA
2019-03-09T07:15:00Z,WB,11.6,65.8,102.31,7.77733,NA
2019-03-09T07:30:00Z,WB,11.6,65.8,102.291,7.78067,NA
2019-03-09T07:45:00Z,WB,11.58,65.8,102.291,7.78067,NA
2019-03-09T08:00:00Z,WB,11.58,65.9,102.291,7.78067,NA
2019-03-09T08:15:00Z,WB,11.57,65.9,102.271,7.78733,NA
2019-03-09T08:30:00Z,WB,11.56,65.9,102.261,7.784,NA
2019-03-09T08:45:00Z,WB,11.57,65.9,102.241,7.78067,NA
2019-03-09T09:00:00Z,WB,11.56,65.9,102.251,7.78067,NA
2019-03-09T09:15:00Z,WB,11.56,65.9,102.271,7.78067,NA
2019-03-09T09:30:00Z,WB,11.55,66,102.3,7.78067,NA
2019-03-09T09:45:00Z,WB,11.56,66,102.31,7.78067,NA
2019-03-09T10:00:00Z,WB,11.56,66.1,102.33,7.784,NA
2019-03-09T10:15:00Z,WB,11.55,66.1,102.34,7.784,NA
2019-03-09T10:30:00Z,WB,11.55,66.1,102.35,7.78067,NA
2019-03-09T10:45:00Z,WB,11.55,66.1,102.37,7.78067,NA
2019-03-09T11:00:00Z,WB,11.56,66.1,102.38,7.78067,NA
2019-03-09T11:15:00Z,WB,11.55,66.1,102.39,7.78067,NA
2019-03-09T11:30:00Z,WB,11.56,66.2,102.39,7.78067,NA
2019-03-09T11:45:00Z,WB,11.55,66.1,102.42,7.78067,NA
2019-03-09T12:00:00Z,WB,11.55,66.2,102.43,7.78067,NA
2019-03-09T12:15:00Z,WB,11.57,66.2,102.45,7.78067,NA
2019-03-09T12:30:00Z,WB,11.58,66.2,102.45,7.78067,NA
2019-03-09T12:45:00Z,WB,11.61,66.2,102.489,7.78067,NA
2019-03-09T13:00:00Z,WB,11.64,66.3,102.509,7.78067,NA
2019-03-09T13:15:00Z,WB,11.65,66.3,102.509,7.78067,NA
2019-03-09T13:30:00Z,WB,11.65,66.4,102.519,7.79067,NA
2019-03-09T13:45:00Z,WB,11.68,66.4,102.549,7.79067,NA
2019-03-09T14:00:00Z,WB,11.68,66.4,102.549,7.79733,NA
2019-03-09T14:15:00Z,WB,11.71,66.4,102.549,7.80067,NA
2019-03-09T14:30:00Z,WB,11.73,66.5,102.559,7.80733,NA
2019-03-09T14:45:00Z,WB,11.77,66.4,102.572,7.85067,NA
2019-03-09T15:00:00Z,WB,11.79,66.5,102.572,7.85733,NA
2019-03-09T15:15:00Z,WB,11.83,66.5,102.572,7.864,NA
2019-03-09T15:30:00Z,WB,11.87,66.6,102.562,7.87067,NA
2019-03-09T15:45:00Z,WB,11.91,66.6,102.572,7.884,NA
2019-03-09T16:00:00Z,WB,11.94,66.6,102.562,7.894,NA
2019-03-09T16:15:00Z,WB,11.96,66.6,102.542,7.904,NA
2019-03-09T16:30:00Z,WB,11.99,66.7,102.542,7.92067,NA
2019-03-09T16:45:00Z,WB,12.06,66.6,102.545,7.961,NA
2019-03-09T17:00:00Z,WB,12.07,66.6,102.565,7.97767,NA
2019-03-09T17:15:00Z,WB,12.1,66.7,102.515,7.98767,NA
2019-03-09T17:30:00Z,WB,12.16,66.7,102.535,8.01433,NA
2019-03-09T17:45:00Z,WB,12.22,66.6,102.508,8.064,NA
2019-03-09T18:00:00Z,WB,12.23,66.6,102.508,8.08733,NA
2019-03-09T18:15:00Z,WB,12.24,66.6,102.488,8.084,NA
2019-03-09T18:30:00Z,WB,12.24,66.7,102.459,8.11067,NA
2019-03-09T18:45:00Z,WB,12.27,66.7,102.439,8.12067,NA
2019-03-09T19:00:00Z,WB,12.3,66.8,102.412,8.16733,NA
2019-03-09T19:15:00Z,WB,12.32,66.8,102.372,8.18733,NA
2019-03-09T19:30:00Z,WB,12.34,66.9,102.352,8.214,NA
2019-03-09T19:45:00Z,WB,12.39,66.9,102.335,8.25733,NA
2019-03-09T20:00:00Z,WB,12.4,66.9,102.365,8.284,NA
2019-03-09T20:15:00Z,WB,12.39,67,102.355,8.29067,NA
2019-03-09T20:30:00Z,WB,12.39,67.1,102.355,8.294,NA
2019-03-09T20:45:00Z,WB,12.35,67.2,102.395,8.31067,NA
2019-03-09T21:00:00Z,WB,12.34,67.2,102.375,8.32067,NA
2019-03-09T21:15:00Z,WB,12.35,67.2,102.348,8.36067,NA
2019-03-09T21:30:00Z,WB,12.33,67.3,102.358,8.37067,NA
2019-03-09T21:45:00Z,WB,12.35,67.4,102.368,8.38733,NA
2019-03-09T22:00:00Z,WB,12.32,67.5,102.358,8.39733,NA
2019-03-09T22:15:00Z,WB,12.3,67.5,102.358,8.40733,NA
2019-03-09T22:30:00Z,WB,12.26,67.6,102.348,8.40733,NA
2019-03-09T22:45:00Z,WB,12.22,67.6,102.309,8.414,NA
2019-03-09T23:00:00Z,WB,12.2,67.7,102.279,8.414,NA
2019-03-09T23:15:00Z,WB,12.14,67.8,102.259,8.424,NA
2019-03-09T23:30:00Z,WB,12.12,67.8,102.262,8.457,NA
2019-03-09T23:45:00Z,WB,12.09,67.8,102.242,8.46033,NA
2019-03-10T00:00:00Z,WB,12.06,67.9,102.222,8.46033,NA
2019-03-10T00:15:00Z,WB,12.02,67.9,102.222,8.47367,NA
2019-03-10T00:30:00Z,WB,11.98,68.1,102.212,8.467,NA
2019-03-10T00:45:00Z,WB,11.94,68.7,102.242,8.47367,NA
2019-03-10T01:00:00Z,WB,11.92,68.1,102.282,8.47367,NA
2019-03-10T01:15:00Z,WB,11.88,68.1,102.282,8.47367,NA
2019-03-10T01:30:00Z,WB,11.85,68.1,102.302,8.477,NA
2019-03-10T01:45:00Z,WB,11.82,68.2,102.282,8.477,NA
2019-03-10T02:00:00Z,WB,11.77,68.2,102.282,8.48367,NA
2019-03-10T02:15:00Z,WB,11.75,68.2,102.252,8.48367,NA
2019-03-10T02:30:00Z,WB,11.72,68.3,102.252,8.48367,NA
2019-03-10T02:45:00Z,WB,11.7,68.3,102.272,8.48367,NA
2019-03-10T03:00:00Z,WB,11.67,68.3,102.282,8.487,NA
2019-03-10T03:15:00Z,WB,11.65,68.3,102.252,8.48367,NA
2019-03-10T03:30:00Z,WB,11.63,68.4,102.282,8.487,NA
2019-03-10T03:45:00Z,WB,11.59,68.4,102.252,8.487,NA
2019-03-10T04:00:00Z,WB,11.57,68.4,102.212,8.487,NA
2019-03-10T04:15:00Z,WB,11.56,68.4,102.182,8.48367,NA
2019-03-10T04:30:00Z,WB,11.54,68.4,102.172,8.487,NA
2019-03-10T04:45:00Z,WB,11.52,68.4,102.123,8.487,NA
2019-03-10T05:00:00Z,WB,11.52,68.4,102.103,8.487,NA
2019-03-10T05:15:00Z,WB,11.5,69,102.043,8.487,NA
2019-03-10T05:30:00Z,WB,11.48,68.4,102.083,8.487,NA
2019-03-10T05:45:00Z,WB,11.45,68.5,102.053,8.487,NA
2019-03-10T06:00:00Z,WB,11.45,68.5,102.083,8.487,NA
2019-03-10T06:15:00Z,WB,11.45,68.6,101.993,8.487,NA
2019-03-10T06:30:00Z,WB,11.41,68.6,101.964,8.487,NA
2019-03-10T06:45:00Z,WB,11.41,68.6,101.993,8.487,NA
2019-03-10T07:00:00Z,WB,11.4,68.6,101.964,8.487,NA
2019-03-10T07:15:00Z,WB,11.39,68.7,101.983,8.49367,NA
2019-03-10T07:30:00Z,WB,11.38,68.7,101.924,8.50033,NA
2019-03-10T07:45:00Z,WB,11.38,68.7,101.944,8.49367,NA
2019-03-10T08:00:00Z,WB,11.36,68.8,101.924,8.50033,NA
2019-03-10T08:15:00Z,WB,11.35,68.7,101.894,8.50033,NA
2019-03-10T08:30:00Z,WB,11.36,68.9,101.894,8.51033,NA
2019-03-10T08:45:00Z,WB,11.34,68.9,101.934,8.51033,NA
2019-03-10T09:00:00Z,WB,11.34,68.8,101.904,8.51033,NA
2019-03-10T09:15:00Z,WB,11.32,69,101.924,8.51033,NA
2019-03-10T09:30:00Z,WB,11.32,69,101.924,8.51367,NA
2019-03-10T09:45:00Z,WB,11.31,69,101.894,8.52033,NA
2019-03-10T10:00:00Z,WB,11.31,69,101.904,8.52033,NA
2019-03-10T10:15:00Z,WB,11.32,69,101.887,8.55367,NA
2019-03-10T10:30:00Z,WB,11.31,69.1,101.887,8.56033,NA
2019-03-10T10:45:00Z,WB,11.29,69.2,101.897,8.57033,NA
2019-03-10T11:00:00Z,WB,11.31,69.1,101.917,8.57033,NA
2019-03-10T11:15:00Z,WB,11.3,69.1,101.937,8.57367,NA
2019-03-10T11:30:00Z,WB,11.3,69.1,101.957,8.58033,NA
2019-03-10T11:45:00Z,WB,11.3,69.1,101.957,8.58033,NA
2019-03-10T12:00:00Z,WB,11.29,69.3,101.917,8.587,NA
2019-03-10T12:15:00Z,WB,11.3,69.2,101.927,8.59367,NA
2019-03-10T12:30:00Z,WB,11.29,69.3,101.897,8.59367,NA
2019-03-10T12:45:00Z,WB,11.3,69.3,101.887,8.60033,NA
2019-03-10T13:00:00Z,WB,11.32,69.3,101.877,8.62033,NA
2019-03-10T13:15:00Z,WB,11.36,69.3,101.85,8.66333,NA
2019-03-10T13:30:00Z,WB,11.4,69.3,101.9,8.68,NA
2019-03-10T13:45:00Z,WB,11.44,69.3,101.89,8.70667,NA
