DateTime_UTC,site,DO_mgL,SpecCond_uScm,WaterPres_kPa,WaterTemp_C,WaterTemp2_C
2019-04-02T23:45:00Z,WB,12.48,79.8,101.383,8.59,NA
2019-04-03T00:00:00Z,WB,12.49,79.8,101.383,8.59333,NA
2019-04-03T00:15:00Z,WB,12.47,79.6,101.393,8.57333,NA
2019-04-03T00:30:00Z,WB,12.47,79.6,101.403,8.56333,NA
2019-04-03T00:45:00Z,WB,12.47,79.6,101.423,8.55333,NA
2019-04-03T01:00:00Z,WB,12.5,79.6,101.44,8.507,NA
2019-04-03T01:15:00Z,WB,12.51,79.5,101.46,8.49367,NA
2019-04-03T01:30:00Z,WB,12.5,79.2,101.479,8.447,NA
2019-04-03T01:45:00Z,WB,12.5,79.4,101.519,8.41033,NA
2019-04-03T02:00:00Z,WB,12.51,79.3,101.519,8.387,NA
2019-04-03T02:15:00Z,WB,12.49,79,101.536,8.307,NA
2019-04-03T02:30:00Z,WB,12.48,79.3,101.536,8.32033,NA
2019-04-03T02:45:00Z,WB,12.45,79.2,101.573,8.26067,NA
2019-04-03T03:00:00Z,WB,12.43,79,101.573,8.22067,NA
2019-04-03T03:15:00Z,WB,12.41,79,101.613,8.204,NA
2019-04-03T03:30:00Z,WB,12.36,79.1,101.633,8.18067,NA
2019-04-03T03:45:00Z,WB,12.32,79,101.643,8.18067,NA
2019-04-03T04:00:00Z,WB,12.27,79,101.643,8.20733,NA
2019-04-03T04:15:00Z,WB,12.25,79.3,101.672,8.20733,NA
2019-04-03T04:30:00Z,WB,12.2,79,101.669,8.10067,NA
2019-04-03T04:45:00Z,WB,12.17,78.8,101.699,8.054,NA
2019-04-03T05:00:00Z,WB,12.14,79,101.699,8.074,NA
2019-04-03T05:15:00Z,WB,12.11,78.8,101.706,7.984,NA
2019-04-03T05:30:00Z,WB,12.08,79.1,101.706,7.99733,NA
2019-04-03T05:45:00Z,WB,12.06,79,101.716,7.97067,NA
2019-04-03T06:00:00Z,WB,12.04,79.3,101.693,7.95067,NA
2019-04-03T06:15:00Z,WB,12.02,79.2,101.713,7.924,NA
2019-04-03T06:30:00Z,WB,11.99,79.2,101.703,7.884,NA
2019-04-03T06:45:00Z,WB,11.95,79.2,101.71,7.82433,NA
2019-04-03T07:00:00Z,WB,11.94,79.4,101.74,7.82433,NA
2019-04-03T07:15:00Z,WB,11.92,79.2,101.73,7.761,NA
2019-04-03T07:30:00Z,WB,11.88,79.3,101.727,7.704,NA
2019-04-03T07:45:00Z,WB,11.87,79.5,101.747,7.71733,NA
2019-04-03T08:00:00Z,WB,11.84,79.4,101.747,7.68067,NA
2019-04-03T08:15:00Z,WB,11.85,79.2,101.754,7.564,NA
2019-04-03T08:30:00Z,WB,11.83,79.3,101.774,7.564,NA
2019-04-03T08:45:00Z,WB,11.83,79.1,101.771,7.454,NA
2019-04-03T09:00:00Z,WB,11.78,79.2,101.81,7.474,NA
2019-04-03T09:15:00Z,WB,11.78,79.3,101.817,7.39733,NA
2019-04-03T09:30:00Z,WB,11.77,79,101.824,7.287,NA
2019-04-03T09:45:00Z,WB,11.8,79.3,101.854,7.30367,NA
2019-04-03T10:00:00Z,WB,11.79,79.1,101.884,7.25367,NA
2019-04-03T10:15:00Z,WB,11.8,79.1,101.911,7.167,NA
2019-04-03T10:30:00Z,WB,11.84,78.9,101.948,7.08,NA
2019-04-03T10:45:00Z,WB,11.82,78.7,101.977,7.06,NA
2019-04-03T11:00:00Z,WB,11.8,78.6,101.994,6.983,NA
2019-04-03T11:15:00Z,WB,11.82,78.7,102.024,6.973,NA
2019-04-03T11:30:00Z,WB,11.8,78.5,102.044,6.943,NA
2019-04-03T11:45:00Z,WB,11.87,78.6,102.051,6.89967,NA
2019-04-03T12:00:00Z,WB,11.87,78.5,102.081,6.863,NA
2019-04-03T12:15:00Z,WB,11.89,78.5,102.101,6.87633,NA
2019-04-03T12:30:00Z,WB,11.91,78.4,102.127,6.82267,NA
2019-04-03T12:45:00Z,WB,11.94,78.3,102.157,6.806,NA
2019-04-03T13:00:00Z,WB,11.99,78.2,102.147,6.81267,NA
2019-04-03T13:15:00Z,WB,12.03,78.2,102.147,6.816,NA
2019-04-03T13:30:00Z,WB,12.04,78.5,102.137,6.91267,NA
2019-04-03T13:45:00Z,WB,12.03,79,102.146,7.2,NA
2019-04-03T14:00:00Z,WB,11.92,79.1,102.149,7.327,NA
2019-04-03T14:15:00Z,WB,11.94,79.6,102.162,7.557,NA
2019-04-03T14:30:00Z,WB,11.93,79.7,102.188,7.69733,NA
2019-04-03T14:45:00Z,WB,11.89,80.1,102.174,7.94733,NA
2019-04-03T15:00:00Z,WB,11.9,80,102.174,8.01067,NA
2019-04-03T15:15:00Z,WB,11.97,79.8,102.157,8.071,NA
2019-04-03T15:30:00Z,WB,12.03,80,102.16,8.184,NA
2019-04-03T15:45:00Z,WB,12.06,80.6,102.166,8.444,NA
2019-04-03T16:00:00Z,WB,12.12,80.8,102.162,8.647,NA
2019-04-03T16:15:00Z,WB,12.14,80.9,102.148,8.82667,NA
2019-04-03T16:30:00Z,WB,12.21,81.6,102.115,9.093,NA
2019-04-03T16:45:00Z,WB,12.15,82.3,102.117,9.455,NA
2019-04-03T17:00:00Z,WB,12.22,82.1,102.129,9.53433,NA
2019-04-03T17:15:00Z,WB,12.28,82.3,102.103,9.66067,NA
2019-04-03T17:30:00Z,WB,12.29,82.6,102.079,9.85633,NA
2019-04-03T17:45:00Z,WB,12.32,82.8,102.075,10.042,NA
2019-04-03T18:00:00Z,WB,12.33,83.4,102.048,10.215,NA
2019-04-03T18:15:00Z,WB,12.42,83.4,102.021,10.3177,NA
2019-04-03T18:30:00Z,WB,12.37,83.7,102.007,10.473,NA
2019-04-03T18:45:00Z,WB,12.44,83.7,101.987,10.523,NA
2019-04-03T19:00:00Z,WB,12.53,83.8,101.96,10.589,NA
2019-04-03T19:15:00Z,WB,12.53,83.8,101.943,10.665,NA
2019-04-03T19:30:00Z,WB,12.49,84.2,101.929,10.8603,NA
2019-04-03T19:45:00Z,WB,12.51,84,101.902,10.9493,NA
2019-04-03T20:00:00Z,WB,12.5,84.4,101.892,11.006,NA
2019-04-03T20:15:00Z,WB,12.55,84.6,101.878,11.1547,NA
2019-04-03T20:30:00Z,WB,12.57,84.7,101.881,11.267,NA
2019-04-03T20:45:00Z,WB,12.56,84.8,101.864,11.3363,NA
2019-04-03T21:00:00Z,WB,12.5,84.8,101.867,11.4087,NA
2019-04-03T21:15:00Z,WB,12.54,85,101.847,11.4287,NA
2019-04-03T21:30:00Z,WB,12.52,85.2,101.84,11.5213,NA
2019-04-03T21:45:00Z,WB,12.5,85.3,101.833,11.587,NA
2019-04-03T22:00:00Z,WB,12.46,85.2,101.803,11.617,NA
2019-04-03T22:15:00Z,WB,12.44,85.4,101.816,11.6693,NA
2019-04-03T22:30:00Z,WB,12.42,85.5,101.809,11.745,NA
2019-04-03T22:45:00Z,WB,12.39,85.5,101.809,11.765,NA
2019-04-03T23:00:00Z,WB,12.35,85.6,101.822,11.8173,NA
2019-04-03T23:15:00Z,WB,12.34,85.6,101.832,11.8173,NA
2019-04-03T23:30:00Z,WB,12.32,85.6,101.835,11.863,NA
2019-04-03T23:45:00Z,WB,12.3,85.6,101.855,11.8597,NA
2019-04-04T00:00:00Z,WB,12.27,85.7,101.875,11.873,NA
2019-04-04T00:15:00Z,WB,12.23,85.7,101.875,11.8663,NA
2019-04-04T00:30:00Z,WB,12.18,85.7,101.888,11.912,NA
2019-04-04T00:45:00Z,WB,12.16,85.7,101.898,11.9187,NA
2019-04-04T01:00:00Z,WB,12.09,85.7,101.908,11.9087,NA
2019-04-04T01:15:00Z,WB,12.06,85.7,101.918,11.9053,NA
2019-04-04T01:30:00Z,WB,12.03,85.7,101.934,11.8663,NA
2019-04-04T01:45:00Z,WB,11.98,85.7,101.954,11.8497,NA
2019-04-04T02:00:00Z,WB,11.93,85.4,101.974,11.833,NA
2019-04-04T02:15:00Z,WB,11.89,85.7,101.984,11.8563,NA
2019-04-04T02:30:00Z,WB,11.83,85.7,101.984,11.8397,NA
2019-04-04T02:45:00Z,WB,11.76,85.8,101.994,11.8397,NA
2019-04-04T03:00:00Z,WB,11.71,85.7,101.994,11.8197,NA
2019-04-04T03:15:00Z,WB,11.64,85.6,102.004,11.7897,NA
2019-04-04T03:30:00Z,WB,11.56,85.6,102.004,11.7797,NA
2019-04-04T03:45:00Z,WB,11.53,85.5,102.001,11.714,NA
2019-04-04T04:00:00Z,WB,11.45,85.6,102.028,11.6483,NA
2019-04-04T04:15:00Z,WB,11.4,85.5,102.028,11.6317,NA
2019-04-04T04:30:00Z,WB,11.36,85.6,102.038,11.6383,NA
2019-04-04T04:45:00Z,WB,11.33,85.3,102.048,11.5617,NA
2019-04-04T05:00:00Z,WB,11.31,85.5,102.055,11.526,NA
2019-04-04T05:15:00Z,WB,11.25,85.4,102.052,11.4537,NA
2019-04-04T05:30:00Z,WB,11.2,85.5,102.052,11.4303,NA
2019-04-04T05:45:00Z,WB,11.17,85.2,102.042,11.3903,NA
2019-04-04T06:00:00Z,WB,11.16,85.2,102.049,11.318,NA
2019-04-04T06:15:00Z,WB,11.12,85.3,102.029,11.3113,NA
2019-04-04T06:30:00Z,WB,11.1,85,102.026,11.2087,NA
2019-04-04T06:45:00Z,WB,11.08,84.7,102.023,11.113,NA
2019-04-04T07:00:00Z,WB,11.01,84.9,102.036,11.1753,NA
2019-04-04T07:15:00Z,WB,10.98,84.8,102.033,11.083,NA
2019-04-04T07:30:00Z,WB,10.95,84.7,102.04,11.0103,NA
2019-04-04T07:45:00Z,WB,10.95,84.6,102.057,10.9513,NA
2019-04-04T08:00:00Z,WB,10.93,84.4,102.057,10.8913,NA
2019-04-04T08:15:00Z,WB,10.86,84.4,102.064,10.8387,NA
2019-04-04T08:30:00Z,WB,10.87,84.3,102.054,10.8153,NA
2019-04-04T08:45:00Z,WB,10.8,84.2,102.057,10.8513,NA
2019-04-04T09:00:00Z,WB,10.81,84.2,102.061,10.7227,NA
2019-04-04T09:15:00Z,WB,10.81,83.9,102.068,10.6437,NA
2019-04-04T09:30:00Z,WB,10.79,83.9,102.058,10.6203,NA
2019-04-04T09:45:00Z,WB,10.73,83.9,102.068,10.6037,NA
2019-04-04T10:00:00Z,WB,10.71,83.9,102.055,10.5377,NA
2019-04-04T10:15:00Z,WB,10.69,83.9,102.075,10.5277,NA
2019-04-04T10:30:00Z,WB,10.68,83.8,102.085,10.5177,NA
2019-04-04T10:45:00Z,WB,10.61,83.8,102.105,10.5143,NA
2019-04-04T11:00:00Z,WB,10.63,83.7,102.112,10.4183,NA
2019-04-04T11:15:00Z,WB,10.63,83.4,102.139,10.3223,NA
2019-04-04T11:30:00Z,WB,10.64,83.4,102.129,10.309,NA
2019-04-04T11:45:00Z,WB,10.62,83.1,102.129,10.269,NA
2019-04-04T12:00:00Z,WB,10.67,83.2,102.169,10.2823,NA
2019-04-04T12:15:00Z,WB,10.67,83.2,102.189,10.2723,NA
2019-04-04T12:30:00Z,WB,10.68,83.4,102.182,10.355,NA
2019-04-04T12:45:00Z,WB,10.72,83.3,102.212,10.3583,NA
2019-04-04T13:00:00Z,WB,10.82,83.4,102.202,10.4083,NA
2019-04-04T13:15:00Z,WB,10.88,83.6,102.185,10.501,NA
2019-04-04T13:30:00Z,WB,10.9,84,102.198,10.647,NA
2019-04-04T13:45:00Z,WB,10.81,85.5,102.187,10.9913,NA
2019-04-04T14:00:00Z,WB,10.82,85.3,102.187,11.008,NA
2019-04-04T14:15:00Z,WB,10.77,86.9,102.153,11.4297,NA
2019-04-04T14:30:00Z,WB,10.67,87.2,102.165,11.7027,NA
2019-04-04T14:45:00Z,WB,10.67,88.2,102.177,11.895,NA
2019-04-04T15:00:00Z,WB,10.75,87.2,102.187,11.755,NA
2019-04-04T15:15:00Z,WB,10.82,87.6,102.2,11.8973,NA
2019-04-04T15:30:00Z,WB,10.91,87.8,102.21,11.9807,NA
2019-04-04T15:45:00Z,WB,10.95,88.6,102.186,12.252,NA
2019-04-04T16:00:00Z,WB,10.95,89.2,102.168,12.5847,NA
2019-04-04T16:15:00Z,WB,11,88.7,102.168,12.558,NA
2019-04-04T16:30:00Z,WB,11,89.7,102.127,12.928,NA
2019-04-04T16:45:00Z,WB,11.1,90.2,102.149,13.2267,NA
2019-04-04T17:00:00Z,WB,11.12,91.1,102.105,13.5077,NA
2019-04-04T17:15:00Z,WB,11.1,91.3,102.074,13.807,NA
2019-04-04T17:30:00Z,WB,11.13,90.7,102.044,13.797,NA
2019-04-04T17:45:00Z,WB,11.19,89.9,102.02,14.038,NA
2019-04-04T18:00:00Z,WB,11.2,88.6,102.016,14.0453,NA
2019-04-04T18:15:00Z,WB,11.31,86.7,101.973,13.9833,NA
2019-04-04T18:30:00Z,WB,11.32,NA,101.953,14.03,NA
2019-04-04T18:45:00Z,WB,11.39,NA,101.923,14.06,NA
2019-04-04T19:00:00Z,WB,11.4,NA,101.886,14.0787,NA
2019-04-04T19:15:00Z,WB,11.44,NA,101.879,14.1673,NA
2019-04-04T19:30:00Z,WB,11.36,NA,101.875,14.3347,NA
2019-04-04T19:45:00Z,WB,11.46,NA,101.845,14.3613,NA
2019-04-04T20:00:00Z,WB,11.46,NA,101.835,14.3747,NA
2019-04-04T20:15:00Z,WB,11.52,NA,101.811,14.5083,NA
2019-04-04T20:30:00Z,WB,11.49,NA,101.814,14.5203,NA
2019-04-04T20:45:00Z,WB,11.54,NA,101.794,14.6803,NA
2019-04-04T21:00:00Z,WB,11.49,NA,101.777,14.6857,NA
2019-04-04T21:15:00Z,WB,11.5,NA,101.747,14.7057,NA
2019-04-04T21:30:00Z,WB,11.49,NA,101.767,14.739,NA
2019-04-04T21:45:00Z,WB,11.51,NA,101.78,14.791,NA
2019-04-04T22:00:00Z,WB,11.46,NA,101.793,14.903,NA
2019-04-04T22:15:00Z,WB,11.5,NA,101.773,14.943,NA
2019-04-04T22:30:00Z,WB,11.48,NA,101.776,14.9413,NA
2019-04-04T22:45:00Z,WB,11.51,NA,101.776,14.9813,NA
2019-04-04T23:00:00Z,WB,11.44,NA,101.776,14.978,NA
2019-04-04T23:15:00Z,WB,11.44,NA,101.776,14.9747,NA
2019-04-04T23:30:00Z,WB,11.35,NA,101.766,14.9547,NA
2019-04-04T23:45:00Z,WB,11.32,NA,101.766,14.9347,NA
2019-04-05T00:00:00Z,WB,11.29,NA,101.786,14.8747,NA
2019-04-05T00:15:00Z,WB,11.25,NA,101.773,14.7897,NA
2019-04-05T00:30:00Z,WB,11.2,NA,101.783,14.773,NA
2019-04-05T00:45:00Z,WB,11.17,NA,101.773,14.7363,NA
2019-04-05T01:00:00Z,WB,11.12,NA,101.783,14.7163,NA
2019-04-05T01:15:00Z,WB,11.1,NA,101.793,14.7097,NA
2019-04-05T01:30:00Z,WB,11.1,NA,101.793,14.6763,NA
2019-04-05T01:45:00Z,WB,11.07,NA,101.803,14.6797,NA
2019-04-05T02:00:00Z,WB,11.07,NA,101.8,14.5277,NA
2019-04-05T02:15:00Z,WB,11.01,NA,101.8,14.3943,NA
2019-04-05T02:30:00Z,WB,10.96,NA,101.8,14.4243,NA
2019-04-05T02:45:00Z,WB,10.91,NA,101.81,14.4277,NA
2019-04-05T03:00:00Z,WB,10.82,NA,101.803,14.543,NA
2019-04-05T03:15:00Z,WB,10.75,NA,101.77,14.4743,NA
2019-04-05T03:30:00Z,WB,10.7,NA,101.753,14.563,NA
2019-04-05T03:45:00Z,WB,10.6,NA,101.763,14.5263,NA
2019-04-05T04:00:00Z,WB,10.56,NA,101.763,14.5597,NA
2019-04-05T04:15:00Z,WB,10.45,NA,101.763,14.533,NA
2019-04-05T04:30:00Z,WB,10.37,NA,101.773,14.5263,NA
2019-04-05T04:45:00Z,WB,10.31,NA,101.743,14.4963,NA
2019-04-05T05:00:00Z,WB,10.23,NA,101.743,14.5363,NA
2019-04-05T05:15:00Z,WB,10.19,NA,101.733,14.4997,NA
2019-04-05T05:30:00Z,WB,10.17,NA,101.733,14.493,NA
2019-04-05T05:45:00Z,WB,10.1,NA,101.733,14.4963,NA
2019-04-05T06:00:00Z,WB,10.02,NA,101.733,14.4897,NA
2019-04-05T06:15:00Z,WB,10.04,NA,101.72,14.401,NA
2019-04-05T06:30:00Z,WB,9.97,NA,101.71,14.3777,NA
2019-04-05T06:45:00Z,WB,9.92,NA,101.688,14.309,NA
2019-04-05T07:00:00Z,WB,9.88,NA,101.678,14.2823,NA
2019-04-05T07:15:00Z,WB,9.84,NA,101.658,14.2657,NA
2019-04-05T07:30:00Z,WB,9.84,NA,101.605,14.1903,NA
2019-04-05T07:45:00Z,WB,9.79,NA,101.605,14.1637,NA
2019-04-05T08:00:00Z,WB,9.74,NA,101.572,14.0617,NA
2019-04-05T08:15:00Z,WB,9.68,NA,101.542,14.0483,NA
2019-04-05T08:30:00Z,WB,9.66,NA,101.549,14.01,NA
2019-04-05T08:45:00Z,WB,9.64,NA,101.54,13.99,NA
2019-04-05T09:00:00Z,WB,9.61,NA,101.54,13.9433,NA
2019-04-05T09:15:00Z,WB,9.58,NA,101.507,13.8747,NA
2019-04-05T09:30:00Z,WB,9.52,NA,101.487,13.8713,NA
2019-04-05T09:45:00Z,WB,9.44,NA,101.467,13.8413,NA
2019-04-05T10:00:00Z,WB,9.45,NA,101.464,13.8193,NA
2019-04-05T10:15:00Z,WB,9.45,NA,101.464,13.8193,NA
2019-04-05T10:30:00Z,WB,9.45,NA,101.451,13.7173,NA
2019-04-05T10:45:00Z,WB,9.43,NA,101.451,13.694,NA
2019-04-05T11:00:00Z,WB,9.41,NA,101.471,13.7273,NA
2019-04-05T11:15:00Z,WB,9.42,NA,101.498,13.6387,NA
2019-04-05T11:30:00Z,WB,9.41,NA,101.508,13.6153,NA
2019-04-05T11:45:00Z,WB,9.4,NA,101.535,13.5567,NA
2019-04-05T12:00:00Z,WB,9.38,NA,101.605,13.5567,NA
2019-04-05T12:15:00Z,WB,9.41,NA,101.615,13.6133,NA
2019-04-05T12:30:00Z,WB,9.38,NA,101.647,13.682,NA
2019-04-05T12:45:00Z,WB,9.38,NA,101.654,13.6433,NA
2019-04-05T13:00:00Z,WB,9.41,NA,101.674,13.6767,NA
2019-04-05T13:15:00Z,WB,9.41,NA,101.674,13.71,NA
2019-04-05T13:30:00Z,WB,9.45,NA,101.674,13.7567,NA
2019-04-05T13:45:00Z,WB,9.45,91.4,101.664,13.7633,NA
2019-04-05T14:00:00Z,WB,9.47,91.8,101.635,13.7533,NA
2019-04-05T14:15:00Z,WB,9.52,92,101.605,13.7633,NA
2019-04-05T14:30:00Z,WB,9.54,92.1,101.575,13.7433,NA
2019-04-05T14:45:00Z,WB,9.62,92.4,101.538,13.8253,NA
2019-04-05T15:00:00Z,WB,9.73,92.7,101.528,13.8653,NA
2019-04-05T15:15:00Z,WB,9.86,92.8,101.521,13.974,NA
2019-04-05T15:30:00Z,WB,9.92,93.1,101.524,14.0393,NA
2019-04-05T15:45:00Z,WB,9.89,93.1,101.551,13.994,NA
2019-04-05T16:00:00Z,WB,9.89,92.8,101.591,13.9507,NA
2019-04-05T16:15:00Z,WB,9.83,92.9,101.578,13.912,NA
2019-04-05T16:30:00Z,WB,9.87,92.5,101.61,13.9507,NA
2019-04-05T16:45:00Z,WB,9.94,92.1,101.608,13.892,NA
2019-04-05T17:00:00Z,WB,9.92,91.8,101.637,13.8853,NA
2019-04-05T17:15:00Z,WB,9.95,91.4,101.657,13.8453,NA
2019-04-05T17:30:00Z,WB,9.97,91,101.635,13.82,NA
2019-04-05T17:45:00Z,WB,9.98,90.8,101.625,13.8033,NA
2019-04-05T18:00:00Z,WB,10.04,90.8,101.625,13.8067,NA
2019-04-05T18:15:00Z,WB,10.13,90.4,101.687,13.852,NA
2019-04-05T18:30:00Z,WB,10.23,90.1,101.657,13.892,NA
2019-04-05T18:45:00Z,WB,10.34,90.9,101.643,14.1027,NA
2019-04-05T19:00:00Z,WB,10.48,90.9,101.673,14.1127,NA
2019-04-05T19:15:00Z,WB,10.43,91.1,101.656,14.148,NA
2019-04-05T19:30:00Z,WB,10.49,91.1,101.683,14.1093,NA
2019-04-05T19:45:00Z,WB,10.55,90.7,101.716,14.1413,NA
2019-04-05T20:00:00Z,WB,10.55,90.4,101.696,14.1447,NA
2019-04-05T20:15:00Z,WB,10.52,89.9,101.716,14.1413,NA
2019-04-05T20:30:00Z,WB,10.48,89.7,101.795,14.1447,NA
2019-04-05T20:45:00Z,WB,10.5,89.3,101.865,14.148,NA
2019-04-05T21:00:00Z,WB,10.56,89.1,102.034,14.1547,NA
2019-04-05T21:15:00Z,WB,10.71,89,102.293,14.1813,NA
2019-04-05T21:30:00Z,WB,10.78,88.9,102.535,14.24,NA
2019-04-05T21:45:00Z,WB,10.79,88.8,102.735,14.2667,NA
2019-04-05T22:00:00Z,WB,10.8,88.9,102.824,14.2767,NA
2019-04-05T22:15:00Z,WB,10.77,89,102.877,14.325,NA
2019-04-05T22:30:00Z,WB,10.75,89.5,102.897,14.3417,NA
2019-04-05T22:45:00Z,WB,10.69,89.9,102.927,14.3617,NA
2019-04-05T23:00:00Z,WB,10.65,90.5,102.917,14.3683,NA
2019-04-05T23:15:00Z,WB,10.57,91,102.917,14.3717,NA
2019-04-05T23:30:00Z,WB,10.51,91.5,102.917,14.3717,NA
2019-04-05T23:45:00Z,WB,10.45,92.5,102.957,14.3717,NA
2019-04-06T00:00:00Z,WB,10.39,93.7,102.987,14.3683,NA
2019-04-06T00:15:00Z,WB,10.34,95.5,103.017,14.355,NA
2019-04-06T00:30:00Z,WB,10.25,97.6,103.047,14.345,NA
2019-04-06T00:45:00Z,WB,10.2,99.9,103.097,14.3317,NA
2019-04-06T01:00:00Z,WB,10.12,101.5,103.143,14.2833,NA
2019-04-06T01:15:00Z,WB,10.04,102.2,103.193,14.26,NA
2019-04-06T01:30:00Z,WB,10.01,102,103.243,14.2467,NA
2019-04-06T01:45:00Z,WB,9.96,101.2,103.283,14.2333,NA
2019-04-06T02:00:00Z,WB,9.92,99.9,103.33,14.1813,NA
2019-04-06T02:15:00Z,WB,9.87,98.3,103.38,14.1713,NA
2019-04-06T02:30:00Z,WB,9.84,96.4,103.44,14.1613,NA
2019-04-06T02:45:00Z,WB,9.81,94.7,103.479,14.148,NA
2019-04-06T03:00:00Z,WB,9.78,93.6,103.529,14.138,NA
2019-04-06T03:15:00Z,WB,9.78,92.7,103.556,14.0893,NA
2019-04-06T03:30:00Z,WB,9.76,92,103.586,14.076,NA
2019-04-06T03:45:00Z,WB,9.75,91.3,103.616,14.0627,NA
2019-04-06T04:00:00Z,WB,9.75,90.3,103.626,14.0427,NA
2019-04-06T04:15:00Z,WB,9.73,89.3,103.656,14.026,NA
2019-04-06T04:30:00Z,WB,9.75,88.2,103.683,13.9773,NA
2019-04-06T04:45:00Z,WB,9.75,87.4,103.693,13.9673,NA
2019-04-06T05:00:00Z,WB,9.76,86.4,103.713,13.9573,NA
2019-04-06T05:15:00Z,WB,9.75,85.7,103.733,13.9473,NA
2019-04-06T05:30:00Z,WB,9.76,85.2,103.743,13.9407,NA
2019-04-06T05:45:00Z,WB,9.78,84.8,103.74,13.9053,NA
2019-04-06T06:00:00Z,WB,9.71,84.7,103.74,13.892,NA
2019-04-06T06:15:00Z,WB,9.73,84.4,103.74,13.892,NA
2019-04-06T06:30:00Z,WB,9.77,84.3,103.72,13.8853,NA
2019-04-06T06:45:00Z,WB,9.79,84.1,103.66,13.882,NA
2019-04-06T07:00:00Z,WB,9.79,84,103.64,13.8787,NA
2019-04-06T07:15:00Z,WB,9.81,83.7,103.64,13.8653,NA
2019-04-06T07:30:00Z,WB,9.8,83.5,103.6,13.862,NA
2019-04-06T07:45:00Z,WB,9.8,83.4,103.6,13.8553,NA
2019-04-06T08:00:00Z,WB,9.83,83.2,103.61,13.852,NA
2019-04-06T08:15:00Z,WB,9.81,83.1,103.62,13.8387,NA
2019-04-06T08:30:00Z,WB,9.83,82.9,103.627,13.7933,NA
2019-04-06T08:45:00Z,WB,9.83,82.8,103.607,13.78,NA
2019-04-06T09:00:00Z,WB,9.84,82.7,103.607,13.7733,NA
2019-04-06T09:15:00Z,WB,9.84,82.5,103.577,13.7667,NA
2019-04-06T09:30:00Z,WB,9.86,82.4,103.587,13.75,NA
2019-04-06T09:45:00Z,WB,9.84,82.2,103.594,13.7047,NA
2019-04-06T10:00:00Z,WB,9.85,81.9,103.594,13.6913,NA
2019-04-06T10:15:00Z,WB,9.85,81.7,103.584,13.6813,NA
2019-04-06T10:30:00Z,WB,9.84,81.4,103.614,13.6613,NA
2019-04-06T10:45:00Z,WB,9.87,81,103.624,13.6513,NA
2019-04-06T11:00:00Z,WB,9.88,80.7,103.611,13.606,NA
2019-04-06T11:15:00Z,WB,9.87,80.6,103.641,13.596,NA
2019-04-06T11:30:00Z,WB,9.91,80.5,103.631,13.5793,NA
2019-04-06T11:45:00Z,WB,9.92,80.5,103.651,13.5693,NA
2019-04-06T12:00:00Z,WB,9.92,80.5,103.661,13.5593,NA
2019-04-06T12:15:00Z,WB,9.95,80.6,103.651,13.5593,NA
2019-04-06T12:30:00Z,WB,9.97,80.6,103.661,13.5527,NA
2019-04-06T12:45:00Z,WB,9.97,80.6,103.678,13.5103,NA
2019-04-06T13:00:00Z,WB,9.99,80.5,103.658,13.5103,NA
2019-04-06T13:15:00Z,WB,10.03,80.4,103.648,13.5137,NA
2019-04-06T13:30:00Z,WB,10.05,80.3,103.628,13.5137,NA
2019-04-06T13:45:00Z,WB,10.07,80,103.608,13.5137,NA
2019-04-06T14:00:00Z,WB,10.11,79.8,103.601,13.5593,NA
2019-04-06T14:15:00Z,WB,10.13,79.6,103.601,13.5593,NA
2019-04-06T14:30:00Z,WB,10.2,79.5,103.601,13.5727,NA
2019-04-06T14:45:00Z,WB,10.22,79.4,103.591,13.586,NA
2019-04-06T15:00:00Z,WB,10.3,79.3,103.591,13.606,NA
2019-04-06T15:15:00Z,WB,10.3,79.2,103.594,13.6647,NA
2019-04-06T15:30:00Z,WB,10.3,79.2,103.584,13.6747,NA
2019-04-06T15:45:00Z,WB,10.38,79.1,103.564,13.708,NA
2019-04-06T16:00:00Z,WB,10.41,79.1,103.567,13.7733,NA
2019-04-06T16:15:00Z,WB,10.45,79.1,103.527,13.8067,NA
2019-04-06T16:30:00Z,WB,10.54,79.1,103.51,13.8953,NA
2019-04-06T16:45:00Z,WB,10.6,79.2,103.483,14.0007,NA
2019-04-06T17:00:00Z,WB,10.6,79.2,103.447,14.0793,NA
2019-04-06T17:15:00Z,WB,10.62,79.1,103.43,14.148,NA
2019-04-06T17:30:00Z,WB,10.64,79.2,103.413,14.2367,NA
2019-04-06T17:45:00Z,WB,10.73,79.4,103.406,14.3417,NA
2019-04-06T18:00:00Z,WB,10.7,79.7,103.379,14.427,NA
2019-04-06T18:15:00Z,WB,10.79,80.1,103.362,14.5623,NA
2019-04-06T18:30:00Z,WB,10.8,80.3,103.345,14.631,NA
2019-04-06T18:45:00Z,WB,10.75,80.2,103.325,14.6477,NA
2019-04-06T19:00:00Z,WB,10.75,80.4,103.308,14.7097,NA
2019-04-06T19:15:00Z,WB,10.74,80.5,103.288,14.763,NA
2019-04-06T19:30:00Z,WB,10.76,80.5,103.251,14.848,NA
2019-04-06T19:45:00Z,WB,10.75,80.5,103.224,14.92,NA
2019-04-06T20:00:00Z,WB,10.77,80.6,103.187,15.0087,NA
2019-04-06T20:15:00Z,WB,10.81,80.4,103.147,15.0553,NA
2019-04-06T20:30:00Z,WB,10.77,80.3,103.1,15.1203,NA
2019-04-06T20:45:00Z,WB,10.72,80.1,103.06,15.137,NA
