DateTime_UTC,site,DO_mgL,SpecCond_uScm,WaterPres_kPa,WaterTemp_C
2019-03-06T19:00:00Z,PM,12.77,51.4,104.069,7.64
2019-03-06T19:15:00Z,PM,12.78,51.5,104.069,7.62
2019-03-06T19:30:00Z,PM,12.75,51.6,104.038,7.66
2019-03-06T19:45:00Z,PM,12.71,51.7,104.02,7.7
2019-03-06T20:00:00Z,PM,12.69,51.9,104.007,7.72
2019-03-06T20:15:00Z,PM,12.67,51.9,104.007,7.72
2019-03-06T20:30:00Z,PM,12.67,52,103.989,7.74
2019-03-06T20:45:00Z,PM,12.63,52,103.989,7.76
2019-03-06T21:00:00Z,PM,12.61,52.1,103.953,7.76
2019-03-06T21:15:00Z,PM,12.55,52.1,103.935,7.74
2019-03-06T21:30:00Z,PM,12.54,52.2,103.949,7.7
2019-03-06T21:45:00Z,PM,12.51,52.2,103.931,7.68
2019-03-06T22:00:00Z,PM,12.48,52.2,103.877,7.66
2019-03-06T22:15:00Z,PM,12.45,52.2,103.86,7.62
2019-03-06T22:30:00Z,PM,12.41,52.2,103.855,7.56
2019-03-06T22:45:00Z,PM,12.38,52.2,103.855,7.52
2019-03-06T23:00:00Z,PM,12.34,52.3,103.815,7.48
2019-03-06T23:15:00Z,PM,12.33,52.2,103.797,7.44
2019-03-06T23:30:00Z,PM,12.29,52.3,103.793,7.38
2019-03-06T23:45:00Z,PM,12.27,52.3,103.793,7.32
2019-03-07T00:00:00Z,PM,12.25,52.3,103.811,7.28
2019-03-07T00:15:00Z,PM,12.26,52.3,103.788,7.24
2019-03-07T00:30:00Z,PM,12.23,52.2,103.806,7.2
2019-03-07T00:45:00Z,PM,12.24,52.3,103.784,7.14
2019-03-07T01:00:00Z,PM,12.24,52.3,103.784,7.1
2019-03-07T01:15:00Z,PM,12.24,52.3,103.82,7.06
2019-03-07T01:30:00Z,PM,12.25,52.3,103.833,7.02
2019-03-07T01:45:00Z,PM,12.25,52.4,103.851,6.98
2019-03-07T02:00:00Z,PM,12.27,52.4,103.869,6.94
2019-03-07T02:15:00Z,PM,12.27,52.5,103.828,6.9
2019-03-07T02:30:00Z,PM,12.28,52.6,103.846,6.86
2019-03-07T02:45:00Z,PM,12.29,52.8,103.895,6.82
2019-03-07T03:00:00Z,PM,12.3,53.1,103.86,6.8
2019-03-07T03:15:00Z,PM,12.31,53.2,103.895,6.76
2019-03-07T03:30:00Z,PM,12.33,53.4,103.877,6.74
2019-03-07T03:45:00Z,PM,12.33,53.4,103.891,6.68
2019-03-07T04:00:00Z,PM,12.35,53.4,103.891,6.64
2019-03-07T04:15:00Z,PM,12.35,53.4,103.855,6.62
2019-03-07T04:30:00Z,PM,12.36,53.4,103.904,6.58
2019-03-07T04:45:00Z,PM,12.38,53.4,103.886,6.54
2019-03-07T05:00:00Z,PM,12.4,53.2,103.864,6.5
2019-03-07T05:15:00Z,PM,12.42,53.3,103.882,6.46
2019-03-07T05:30:00Z,PM,12.39,53.3,103.882,6.44
2019-03-07T05:45:00Z,PM,12.43,53.2,103.877,6.36
2019-03-07T06:00:00Z,PM,12.44,53.1,103.877,6.32
2019-03-07T06:15:00Z,PM,12.46,53.1,103.873,6.28
2019-03-07T06:30:00Z,PM,12.47,53.1,103.891,6.24
2019-03-07T06:45:00Z,PM,12.48,53.1,103.873,6.2
2019-03-07T07:00:00Z,PM,12.49,53.2,103.851,6.16
2019-03-07T07:15:00Z,PM,12.5,53.2,103.833,6.12
2019-03-07T07:30:00Z,PM,12.52,53.2,103.828,6.08
2019-03-07T07:45:00Z,PM,12.54,53.3,103.828,6.04
2019-03-07T08:00:00Z,PM,12.57,53.3,103.824,5.96
2019-03-07T08:15:00Z,PM,12.57,53.4,103.806,5.94
2019-03-07T08:30:00Z,PM,12.59,53.4,103.784,5.86
2019-03-07T08:45:00Z,PM,12.61,53.4,103.819,5.84
2019-03-07T09:00:00Z,PM,12.62,53.4,103.837,5.78
2019-03-07T09:15:00Z,PM,12.63,53.4,103.886,5.74
2019-03-07T09:30:00Z,PM,12.65,53.4,103.922,5.7
2019-03-07T09:45:00Z,PM,12.67,53.4,103.899,5.64
2019-03-07T10:00:00Z,PM,12.67,53.6,103.882,5.62
2019-03-07T10:15:00Z,PM,12.7,53.5,103.895,5.56
2019-03-07T10:30:00Z,PM,12.71,53.5,103.913,5.5
2019-03-07T10:45:00Z,PM,12.72,53.7,103.93,5.46
2019-03-07T11:00:00Z,PM,12.75,53.7,103.962,5.44
2019-03-07T11:15:00Z,PM,12.76,53.7,103.944,5.4
2019-03-07T11:30:00Z,PM,12.77,53.7,103.944,5.38
2019-03-07T11:45:00Z,PM,12.78,53.7,103.939,5.32
2019-03-07T12:00:00Z,PM,12.8,53.8,103.939,5.3
2019-03-07T12:15:00Z,PM,12.81,53.7,103.975,5.24
2019-03-07T12:30:00Z,PM,12.86,53.8,104.006,5.22
2019-03-07T12:45:00Z,PM,12.86,53.9,103.988,5.2
2019-03-07T13:00:00Z,PM,12.9,54,104.006,5.22
2019-03-07T13:15:00Z,PM,12.95,54,104.024,5.24
2019-03-07T13:30:00Z,PM,13,54,104.06,5.26
2019-03-07T13:45:00Z,PM,13.06,54.2,104.082,5.3
2019-03-07T14:00:00Z,PM,13.09,54.3,104.064,5.36
2019-03-07T14:15:00Z,PM,13.08,54.5,104.1,5.44
2019-03-07T14:30:00Z,PM,13.14,54.5,104.051,5.48
2019-03-07T14:45:00Z,PM,13.15,54.5,104.051,5.54
2019-03-07T15:00:00Z,PM,13.2,54.6,103.997,5.54
2019-03-07T15:15:00Z,PM,13.24,54.9,104.002,5.62
2019-03-07T15:30:00Z,PM,13.31,54.8,103.984,5.66
2019-03-07T15:45:00Z,PM,13.34,55.1,104.006,5.74
2019-03-07T16:00:00Z,PM,13.36,55.2,103.993,5.82
2019-03-07T16:15:00Z,PM,13.37,55.4,103.975,5.88
2019-03-07T16:30:00Z,PM,13.36,55.4,103.926,5.9
2019-03-07T16:45:00Z,PM,13.36,55.5,103.944,5.94
2019-03-07T17:00:00Z,PM,13.35,55.6,103.948,6
2019-03-07T17:15:00Z,PM,13.35,55.7,103.913,6.06
2019-03-07T17:30:00Z,PM,13.32,55.9,103.899,6.12
2019-03-07T17:45:00Z,PM,13.31,56,103.868,6.18
2019-03-07T18:00:00Z,PM,13.28,56.1,103.797,6.28
2019-03-07T18:15:00Z,PM,13.27,56.5,103.784,6.36
2019-03-07T18:30:00Z,PM,13.23,56.6,103.753,6.48
2019-03-07T18:45:00Z,PM,13.16,56.6,103.739,6.54
2019-03-07T19:00:00Z,PM,13.21,56.8,103.726,6.64
2019-03-07T19:15:00Z,PM,13.2,57.1,103.695,6.78
2019-03-07T19:30:00Z,PM,13.09,57.1,103.699,6.86
2019-03-07T19:45:00Z,PM,13.14,57.3,103.686,6.96
2019-03-07T20:00:00Z,PM,13.1,57.4,103.668,7.04
2019-03-07T20:15:00Z,PM,13.05,57.5,103.655,7.08
2019-03-07T20:30:00Z,PM,13.05,57.8,103.637,7.14
2019-03-07T20:45:00Z,PM,13.02,57.8,103.659,7.18
2019-03-07T21:00:00Z,PM,12.99,57.9,103.641,7.2
2019-03-07T21:15:00Z,PM,12.9,58,103.659,7.24
2019-03-07T21:30:00Z,PM,12.89,58,103.641,7.22
2019-03-07T21:45:00Z,PM,12.86,58,103.659,7.18
2019-03-07T22:00:00Z,PM,12.84,58,103.659,7.16
2019-03-07T22:15:00Z,PM,12.8,58,103.655,7.1
2019-03-07T22:30:00Z,PM,12.79,58,103.637,7.04
2019-03-07T22:45:00Z,PM,12.76,58,103.668,7
2019-03-07T23:00:00Z,PM,12.73,57.9,103.668,6.94
2019-03-07T23:15:00Z,PM,12.68,58,103.632,6.9
2019-03-07T23:30:00Z,PM,12.61,58,103.664,6.84
2019-03-07T23:45:00Z,PM,12.57,57.8,103.681,6.78
2019-03-08T00:00:00Z,PM,12.52,57.9,103.717,6.76
2019-03-08T00:15:00Z,PM,12.52,57.9,103.695,6.72
2019-03-08T00:30:00Z,PM,12.49,57.9,103.713,6.7
2019-03-08T00:45:00Z,PM,12.46,57.9,103.695,6.7
2019-03-08T01:00:00Z,PM,12.45,58,103.748,6.68
2019-03-08T01:15:00Z,PM,12.43,58.1,103.73,6.66
2019-03-08T01:30:00Z,PM,12.44,58,103.677,6.66
2019-03-08T01:45:00Z,PM,12.42,58,103.695,6.66
2019-03-08T02:00:00Z,PM,12.41,57.9,103.73,6.64
2019-03-08T02:15:00Z,PM,12.41,58.1,103.766,6.64
2019-03-08T02:30:00Z,PM,12.44,58,103.784,6.62
2019-03-08T02:45:00Z,PM,12.4,58.1,103.762,6.62
2019-03-08T03:00:00Z,PM,12.42,58,103.762,6.6
2019-03-08T03:15:00Z,PM,12.43,58.1,103.779,6.6
2019-03-08T03:30:00Z,PM,12.42,58.1,103.744,6.6
2019-03-08T03:45:00Z,PM,12.42,58.1,103.762,6.6
2019-03-08T04:00:00Z,PM,12.41,58.1,103.726,6.6
2019-03-08T04:15:00Z,PM,12.41,58.1,103.744,6.6
2019-03-08T04:30:00Z,PM,12.41,58.1,103.744,6.6
2019-03-08T04:45:00Z,PM,12.41,58.1,103.713,6.62
2019-03-08T05:00:00Z,PM,12.4,58.1,103.73,6.62
2019-03-08T05:15:00Z,PM,12.39,58.2,103.695,6.64
2019-03-08T05:30:00Z,PM,12.38,58.2,103.677,6.64
2019-03-08T05:45:00Z,PM,12.39,58.2,103.677,6.64
2019-03-08T06:00:00Z,PM,12.39,58.2,103.695,6.64
2019-03-08T06:15:00Z,PM,12.38,58.3,103.677,6.64
2019-03-08T06:30:00Z,PM,12.38,58.4,103.641,6.64
2019-03-08T06:45:00Z,PM,12.38,58.3,103.623,6.64
2019-03-08T07:00:00Z,PM,12.36,58.3,103.623,6.64
2019-03-08T07:15:00Z,PM,12.39,58.4,103.588,6.64
2019-03-08T07:30:00Z,PM,12.36,58.4,103.606,6.64
2019-03-08T07:45:00Z,PM,12.39,58.4,103.588,6.62
2019-03-08T08:00:00Z,PM,12.35,58.4,103.57,6.64
2019-03-08T08:15:00Z,PM,12.39,58.4,103.57,6.64
2019-03-08T08:30:00Z,PM,12.36,58.4,103.534,6.62
2019-03-08T08:45:00Z,PM,12.36,58.4,103.516,6.6
2019-03-08T09:00:00Z,PM,12.36,58.5,103.499,6.6
2019-03-08T09:15:00Z,PM,12.38,58.4,103.516,6.6
2019-03-08T09:30:00Z,PM,12.38,58.4,103.494,6.6
2019-03-08T09:45:00Z,PM,12.36,58.5,103.53,6.58
2019-03-08T10:00:00Z,PM,12.36,58.5,103.53,6.58
2019-03-08T10:15:00Z,PM,12.39,58.6,103.548,6.58
2019-03-08T10:30:00Z,PM,12.38,58.5,103.565,6.56
2019-03-08T10:45:00Z,PM,12.39,58.6,103.565,6.56
2019-03-08T11:00:00Z,PM,12.38,58.6,103.565,6.54
2019-03-08T11:15:00Z,PM,12.4,58.6,103.565,6.54
2019-03-08T11:30:00Z,PM,12.39,58.7,103.583,6.52
2019-03-08T11:45:00Z,PM,12.4,58.6,103.583,6.52
2019-03-08T12:00:00Z,PM,12.39,58.7,103.601,6.52
2019-03-08T12:15:00Z,PM,12.39,58.7,103.619,6.5
2019-03-08T12:30:00Z,PM,12.41,58.7,103.637,6.52
2019-03-08T12:45:00Z,PM,12.42,58.7,103.655,6.52
2019-03-08T13:00:00Z,PM,12.45,58.8,103.704,6.5
2019-03-08T13:15:00Z,PM,12.46,58.8,103.672,6.5
2019-03-08T13:30:00Z,PM,12.5,58.8,103.637,6.5
2019-03-08T13:45:00Z,PM,12.49,58.9,103.637,6.52
2019-03-08T14:00:00Z,PM,12.58,58.9,103.619,6.56
2019-03-08T14:15:00Z,PM,12.6,58.9,103.637,6.58
2019-03-08T14:30:00Z,PM,12.7,58.9,103.655,6.64
2019-03-08T14:45:00Z,PM,12.73,58.9,103.588,6.66
2019-03-08T15:00:00Z,PM,12.78,59.1,103.57,6.7
2019-03-08T15:15:00Z,PM,12.81,59,103.57,6.74
2019-03-08T15:30:00Z,PM,12.82,59,103.588,6.76
2019-03-08T15:45:00Z,PM,12.84,59.2,103.557,6.8
2019-03-08T16:00:00Z,PM,12.85,59.2,103.557,6.84
2019-03-08T16:15:00Z,PM,12.85,59.6,103.503,6.88
2019-03-08T16:30:00Z,PM,12.87,59.3,103.454,6.94
2019-03-08T16:45:00Z,PM,12.86,59.4,103.419,6.96
2019-03-08T17:00:00Z,PM,12.89,59.5,103.405,7.04
2019-03-08T17:15:00Z,PM,12.89,59.5,103.405,7.08
2019-03-08T17:30:00Z,PM,12.88,59.7,103.387,7.12
2019-03-08T17:45:00Z,PM,12.89,59.6,103.321,7.18
2019-03-08T18:00:00Z,PM,12.88,59.7,103.338,7.22
2019-03-08T18:15:00Z,PM,12.89,59.8,103.392,7.22
2019-03-08T18:30:00Z,PM,12.85,59.9,103.361,7.26
2019-03-08T18:45:00Z,PM,12.83,59.9,103.272,7.26
2019-03-08T19:00:00Z,PM,12.81,60.1,103.2,7.28
2019-03-08T19:15:00Z,PM,12.78,60.1,103.133,7.34
2019-03-08T19:30:00Z,PM,12.7,60.3,103.133,7.4
2019-03-08T19:45:00Z,PM,12.69,60.3,103.098,7.4
2019-03-08T20:00:00Z,PM,12.73,60.3,103.084,7.48
2019-03-08T20:15:00Z,PM,12.71,60.5,103.067,7.52
2019-03-08T20:30:00Z,PM,12.68,60.5,103.067,7.54
2019-03-08T20:45:00Z,PM,12.67,60.5,103.049,7.54
2019-03-08T21:00:00Z,PM,12.66,60.6,103.035,7.56
2019-03-08T21:15:00Z,PM,12.63,60.7,103.053,7.58
2019-03-08T21:30:00Z,PM,12.6,60.8,103.035,7.58
2019-03-08T21:45:00Z,PM,12.55,60.9,103.018,7.58
2019-03-08T22:00:00Z,PM,12.46,61,103.018,7.58
2019-03-08T22:15:00Z,PM,12.43,61,103.018,7.58
2019-03-08T22:30:00Z,PM,12.38,61.1,103.071,7.58
2019-03-08T22:45:00Z,PM,12.32,61.2,103.107,7.58
2019-03-08T23:00:00Z,PM,12.31,61.3,103.035,7.56
2019-03-08T23:15:00Z,PM,12.26,61.3,103.107,7.56
2019-03-08T23:30:00Z,PM,12.24,61.3,103.125,7.54
2019-03-08T23:45:00Z,PM,12.17,61.3,103.107,7.54
2019-03-09T00:00:00Z,PM,12.16,61.3,103.089,7.54
2019-03-09T00:15:00Z,PM,12.15,61.4,103.107,7.54
2019-03-09T00:30:00Z,PM,12.13,61.5,103.107,7.54
2019-03-09T00:45:00Z,PM,12.11,61.6,103.125,7.54
2019-03-09T01:00:00Z,PM,12.1,61.6,103.107,7.52
2019-03-09T01:15:00Z,PM,12.09,61.6,103.107,7.54
2019-03-09T01:30:00Z,PM,12.08,61.7,103.089,7.54
2019-03-09T01:45:00Z,PM,12.06,61.8,103.142,7.54
2019-03-09T02:00:00Z,PM,12.06,61.8,103.125,7.54
2019-03-09T02:15:00Z,PM,12.06,61.8,103.089,7.54
2019-03-09T02:30:00Z,PM,12.06,61.8,103.053,7.54
2019-03-09T02:45:00Z,PM,12.07,61.9,103.035,7.54
2019-03-09T03:00:00Z,PM,12.05,62,103.053,7.56
2019-03-09T03:15:00Z,PM,12.04,62.1,103.071,7.54
2019-03-09T03:30:00Z,PM,12.04,62.1,103.089,7.54
2019-03-09T03:45:00Z,PM,12.03,62.1,103.071,7.56
2019-03-09T04:00:00Z,PM,12.03,62.2,103.071,7.56
2019-03-09T04:15:00Z,PM,12.04,62.2,103.107,7.56
2019-03-09T04:30:00Z,PM,12.05,62.3,103.071,7.56
2019-03-09T04:45:00Z,PM,12.03,62.3,103.089,7.56
2019-03-09T05:00:00Z,PM,12.04,62.3,103.076,7.56
2019-03-09T05:15:00Z,PM,12.03,62.4,103.04,7.58
2019-03-09T05:30:00Z,PM,12.02,62.4,103.04,7.58
2019-03-09T05:45:00Z,PM,12.04,62.5,103.022,7.58
2019-03-09T06:00:00Z,PM,12.03,62.5,103.04,7.58
2019-03-09T06:15:00Z,PM,12.02,62.5,103.04,7.58
2019-03-09T06:30:00Z,PM,11.99,62.6,103.022,7.58
2019-03-09T06:45:00Z,PM,12.02,62.6,103.058,7.58
2019-03-09T07:00:00Z,PM,12.04,62.6,103.022,7.58
2019-03-09T07:15:00Z,PM,12.03,62.6,103.022,7.6
2019-03-09T07:30:00Z,PM,12.03,62.7,103.04,7.6
2019-03-09T07:45:00Z,PM,11.99,62.7,103.004,7.62
2019-03-09T08:00:00Z,PM,12.01,62.7,103.004,7.62
2019-03-09T08:15:00Z,PM,11.99,62.8,103.004,7.62
2019-03-09T08:30:00Z,PM,12.01,62.8,102.986,7.64
2019-03-09T08:45:00Z,PM,11.99,62.8,102.969,7.64
2019-03-09T09:00:00Z,PM,11.99,62.9,102.986,7.62
2019-03-09T09:15:00Z,PM,11.99,63,102.986,7.64
2019-03-09T09:30:00Z,PM,11.99,63,103.04,7.64
2019-03-09T09:45:00Z,PM,11.98,63.1,103.04,7.64
2019-03-09T10:00:00Z,PM,11.99,63.1,103.04,7.64
2019-03-09T10:15:00Z,PM,12.03,63.1,103.076,7.64
2019-03-09T10:30:00Z,PM,12.01,63.2,103.076,7.62
2019-03-09T10:45:00Z,PM,12.01,63.1,103.111,7.6
2019-03-09T11:00:00Z,PM,12.01,63.1,103.093,7.6
2019-03-09T11:15:00Z,PM,11.99,63.2,103.111,7.6
2019-03-09T11:30:00Z,PM,12.02,63.2,103.111,7.6
2019-03-09T11:45:00Z,PM,12.02,63.1,103.147,7.6
2019-03-09T12:00:00Z,PM,12.01,63.1,103.147,7.6
2019-03-09T12:15:00Z,PM,12.01,63.1,103.182,7.6
2019-03-09T12:30:00Z,PM,12.01,63.2,103.182,7.6
2019-03-09T12:45:00Z,PM,12.04,63.2,103.218,7.62
2019-03-09T13:00:00Z,PM,12.06,63.1,103.218,7.6
2019-03-09T13:15:00Z,PM,12.08,63.3,103.236,7.62
2019-03-09T13:30:00Z,PM,12.08,63.3,103.236,7.6
2019-03-09T13:45:00Z,PM,12.15,63.2,103.258,7.64
2019-03-09T14:00:00Z,PM,12.18,63.2,103.276,7.64
2019-03-09T14:15:00Z,PM,12.2,63.4,103.276,7.66
2019-03-09T14:30:00Z,PM,12.26,63.3,103.276,7.68
2019-03-09T14:45:00Z,PM,12.27,63.3,103.294,7.7
2019-03-09T15:00:00Z,PM,12.3,63.3,103.294,7.72
2019-03-09T15:15:00Z,PM,12.35,63.3,103.294,7.72
2019-03-09T15:30:00Z,PM,12.41,63.3,103.28,7.74
2019-03-09T15:45:00Z,PM,12.41,63.3,103.298,7.78
2019-03-09T16:00:00Z,PM,12.42,63.3,103.298,7.78
2019-03-09T16:15:00Z,PM,12.45,63.4,103.28,7.8
2019-03-09T16:30:00Z,PM,12.47,63.3,103.28,7.84
2019-03-09T16:45:00Z,PM,12.49,63.6,103.28,7.86
2019-03-09T17:00:00Z,PM,12.51,63.5,103.303,7.9
2019-03-09T17:15:00Z,PM,12.51,63.5,103.267,7.92
2019-03-09T17:30:00Z,PM,12.51,63.5,103.271,7.98
2019-03-09T17:45:00Z,PM,12.57,63.5,103.254,8.02
2019-03-09T18:00:00Z,PM,12.61,63.6,103.236,8.06
2019-03-09T18:15:00Z,PM,12.63,63.7,103.218,8.08
2019-03-09T18:30:00Z,PM,12.63,63.6,103.187,8.1
2019-03-09T18:45:00Z,PM,12.62,63.7,103.169,8.14
2019-03-09T19:00:00Z,PM,12.61,63.7,103.133,8.16
2019-03-09T19:15:00Z,PM,12.6,63.8,103.115,8.2
2019-03-09T19:30:00Z,PM,12.59,63.8,103.084,8.24
2019-03-09T19:45:00Z,PM,12.58,63.8,103.084,8.26
2019-03-09T20:00:00Z,PM,12.57,64.1,103.102,8.28
2019-03-09T20:15:00Z,PM,12.57,64,103.084,8.3
2019-03-09T20:30:00Z,PM,12.54,64,103.089,8.32
2019-03-09T20:45:00Z,PM,12.52,64,103.142,8.32
2019-03-09T21:00:00Z,PM,12.51,64.1,103.107,8.32
2019-03-09T21:15:00Z,PM,12.45,64.1,103.089,8.34
2019-03-09T21:30:00Z,PM,12.4,64.3,103.107,8.34
2019-03-09T21:45:00Z,PM,12.35,64.3,103.107,8.36
2019-03-09T22:00:00Z,PM,12.3,64.3,103.089,8.36
2019-03-09T22:15:00Z,PM,12.27,64.5,103.107,8.36
2019-03-09T22:30:00Z,PM,12.24,64.5,103.089,8.38
2019-03-09T22:45:00Z,PM,12.2,64.5,103.053,8.36
2019-03-09T23:00:00Z,PM,12.13,64.6,103.017,8.38
2019-03-09T23:15:00Z,PM,12.07,64.8,103,8.36
2019-03-09T23:30:00Z,PM,12.05,64.8,103,8.36
2019-03-09T23:45:00Z,PM,12.02,64.8,102.982,8.36
2019-03-10T00:00:00Z,PM,11.97,64.9,102.982,8.36
2019-03-10T00:15:00Z,PM,11.93,65,102.964,8.36
2019-03-10T00:30:00Z,PM,11.92,65,102.946,8.36
2019-03-10T00:45:00Z,PM,11.88,65,102.982,8.36
2019-03-10T01:00:00Z,PM,11.87,65,103.017,8.36
2019-03-10T01:15:00Z,PM,11.84,65,103,8.36
2019-03-10T01:30:00Z,PM,11.84,65,103.017,8.36
2019-03-10T01:45:00Z,PM,11.81,65,103.017,8.36
2019-03-10T02:00:00Z,PM,11.81,65,103.017,8.36
2019-03-10T02:15:00Z,PM,11.83,65,102.982,8.36
2019-03-10T02:30:00Z,PM,11.84,65,102.982,8.36
2019-03-10T02:45:00Z,PM,11.8,65,102.982,8.36
2019-03-10T03:00:00Z,PM,11.79,65,103.017,8.36
2019-03-10T03:15:00Z,PM,11.78,65.1,102.964,8.36
2019-03-10T03:30:00Z,PM,11.81,65.1,103,8.36
2019-03-10T03:45:00Z,PM,11.8,65.2,103,8.36
2019-03-10T04:00:00Z,PM,11.8,65.2,102.964,8.36
2019-03-10T04:15:00Z,PM,11.78,65.3,102.911,8.38
2019-03-10T04:30:00Z,PM,11.79,65.3,102.911,8.38
2019-03-10T04:45:00Z,PM,11.81,65.3,102.857,8.38
2019-03-10T05:00:00Z,PM,11.77,65.3,102.839,8.38
2019-03-10T05:15:00Z,PM,11.77,65.3,102.79,8.38
2019-03-10T05:30:00Z,PM,11.77,65.4,102.844,8.38
2019-03-10T05:45:00Z,PM,11.76,65.4,102.79,8.38
2019-03-10T06:00:00Z,PM,11.74,65.5,102.826,8.4
2019-03-10T06:15:00Z,PM,11.75,65.5,102.755,8.4
2019-03-10T06:30:00Z,PM,11.75,65.5,102.719,8.4
2019-03-10T06:45:00Z,PM,11.75,65.6,102.719,8.42
2019-03-10T07:00:00Z,PM,11.75,65.5,102.701,8.42
2019-03-10T07:15:00Z,PM,11.8,65.5,102.737,8.44
2019-03-10T07:30:00Z,PM,11.72,65.5,102.701,8.44
2019-03-10T07:45:00Z,PM,11.74,65.6,102.683,8.44
2019-03-10T08:00:00Z,PM,11.72,65.7,102.666,8.46
2019-03-10T08:15:00Z,PM,11.72,65.7,102.648,8.46
2019-03-10T08:30:00Z,PM,11.72,65.7,102.63,8.46
2019-03-10T08:45:00Z,PM,11.72,65.7,102.666,8.46
2019-03-10T09:00:00Z,PM,11.7,65.8,102.666,8.48
2019-03-10T09:15:00Z,PM,11.7,65.8,102.648,8.48
2019-03-10T09:30:00Z,PM,11.71,65.8,102.648,8.48
2019-03-10T09:45:00Z,PM,11.7,65.8,102.634,8.48
2019-03-10T10:00:00Z,PM,11.7,65.8,102.652,8.5
2019-03-10T10:15:00Z,PM,11.69,65.8,102.617,8.5
2019-03-10T10:30:00Z,PM,11.7,65.8,102.617,8.5
2019-03-10T10:45:00Z,PM,11.7,65.8,102.634,8.5
2019-03-10T11:00:00Z,PM,11.68,65.9,102.67,8.52
2019-03-10T11:15:00Z,PM,11.68,65.8,102.688,8.52
2019-03-10T11:30:00Z,PM,11.68,66,102.706,8.52
2019-03-10T11:45:00Z,PM,11.68,65.9,102.706,8.54
2019-03-10T12:00:00Z,PM,11.68,65.9,102.67,8.54
2019-03-10T12:15:00Z,PM,11.68,66,102.67,8.54
2019-03-10T12:30:00Z,PM,11.71,66,102.652,8.56
2019-03-10T12:45:00Z,PM,11.69,66,102.652,8.56
2019-03-10T13:00:00Z,PM,11.69,66,102.617,8.6
2019-03-10T13:15:00Z,PM,11.72,66,102.599,8.64
2019-03-10T13:30:00Z,PM,11.73,66.1,102.639,8.68
2019-03-10T13:45:00Z,PM,11.84,66.1,102.639,8.74
2019-03-10T14:00:00Z,PM,11.86,66.2,102.639,8.8
2019-03-10T14:15:00Z,PM,11.89,66.2,102.661,8.86
2019-03-10T14:30:00Z,PM,11.97,66.3,102.643,8.96
2019-03-10T14:45:00Z,PM,12.08,66.4,102.63,9.04
2019-03-10T15:00:00Z,PM,12.07,66.4,102.634,9.2
2019-03-10T15:15:00Z,PM,12.12,66.6,102.616,9.3
2019-03-10T15:30:00Z,PM,12.2,66.7,102.603,9.36
2019-03-10T15:45:00Z,PM,12.22,66.8,102.625,9.48
2019-03-10T16:00:00Z,PM,12.27,66.9,102.612,9.56
2019-03-10T16:15:00Z,PM,12.27,67.1,102.581,9.7
2019-03-10T16:30:00Z,PM,12.23,67.3,102.598,9.84
2019-03-10T16:45:00Z,PM,12.25,67.4,102.572,9.96
2019-03-10T17:00:00Z,PM,12.25,68,102.554,10.08
2019-03-10T17:15:00Z,PM,12.26,67.7,102.523,10.14
2019-03-10T17:30:00Z,PM,12.21,68.2,102.491,10.32
2019-03-10T17:45:00Z,PM,12.21,68.3,102.496,10.42
2019-03-10T18:00:00Z,PM,12.16,68.5,102.465,10.58
2019-03-10T18:15:00Z,PM,12.17,68.7,102.473,10.68
2019-03-10T18:30:00Z,PM,12.15,68.9,102.46,10.8
2019-03-10T18:45:00Z,PM,12.16,68.8,102.429,10.84
2019-03-10T19:00:00Z,PM,12.12,69.1,102.433,10.98
2019-03-10T19:15:00Z,PM,12.11,69.6,102.42,11.04
2019-03-10T19:30:00Z,PM,12.09,69.5,102.424,11.14
2019-03-10T19:45:00Z,PM,12.05,69.5,102.428,11.18
2019-03-10T20:00:00Z,PM,12.04,70,102.428,11.24
2019-03-10T20:15:00Z,PM,11.97,69.9,102.433,11.34
2019-03-10T20:30:00Z,PM,11.92,70.2,102.437,11.4
2019-03-10T20:45:00Z,PM,11.9,70.3,102.437,11.44
2019-03-10T21:00:00Z,PM,11.83,70.2,102.442,11.48
2019-03-10T21:15:00Z,PM,11.81,70.1,102.446,11.56
2019-03-10T21:30:00Z,PM,11.84,70.4,102.432,11.6
2019-03-10T21:45:00Z,PM,11.78,70.4,102.432,11.62
2019-03-10T22:00:00Z,PM,11.76,70.5,102.397,11.62
2019-03-10T22:15:00Z,PM,11.7,70.6,102.397,11.68
2019-03-10T22:30:00Z,PM,11.69,70.8,102.419,11.64
2019-03-10T22:45:00Z,PM,11.59,70.8,102.455,11.62
2019-03-10T23:00:00Z,PM,11.49,70.8,102.455,11.6
2019-03-10T23:15:00Z,PM,11.43,70.9,102.472,11.58
2019-03-10T23:30:00Z,PM,11.37,71,102.49,11.54
2019-03-10T23:45:00Z,PM,11.29,71.1,102.508,11.5
2019-03-11T00:00:00Z,PM,11.21,71.2,102.508,11.46
2019-03-11T00:15:00Z,PM,11.13,71.1,102.562,11.42
2019-03-11T00:30:00Z,PM,11.07,71.3,102.557,11.36
2019-03-11T00:45:00Z,PM,11.03,71.3,102.557,11.36
2019-03-11T01:00:00Z,PM,11.01,71.1,102.575,11.34
2019-03-11T01:15:00Z,PM,11.06,71.2,102.575,11.3
2019-03-11T01:30:00Z,PM,10.96,71.4,102.593,11.26
2019-03-11T01:45:00Z,PM,10.96,71.3,102.624,11.22
2019-03-11T02:00:00Z,PM,10.96,71.1,102.624,11.2
