distance_m,mardepth_m,octdepth_m,width_m,habitat,octavg_depth,maravg_depth,oct_xcarea,mar_xcarea,oct_width,mar_width
2175,0.365,0.205,12.35,riffle,0.10615374531024507,0.21981675125306432,0.7595889185604772,2.403261409077122,10.618446729420011,11.488150050274934
2200,0.41,0.36,14.9,pool,0.21626478231735125,0.2517844716744822,2.3518966437484776,2.865544297034929,11.460971821498216,11.732754109265379
2250,1.3,1.11,20.4,pool,0.7490601226743165,0.8840349422314142,10.056611443045254,12.008472525533769,15.537706138005666,16.570478831520887
2296,0.97,0.79,17.6,pool,0.5217341107886779,0.6496049924743497,6.769266462011963,8.618398013843187,13.79829949629582,14.776715732257607
2300,0.64,0.47,14.8,run,0.29440809890303943,0.4151750427172849,3.481921480978671,5.228323502152607,12.058892854585975,12.98295263299433
2330,0.775,0.575,12.85,pool,0.36899944655301453,0.5110782039815387,4.560581552880219,6.615172166026026,12.629635658897019,13.716764809965671
2350,0.91,0.68,10.9,run,0.44359079420298975,0.6069813652457925,5.639241624781769,8.002020829899447,13.200378463208061,14.450576986937012
2361,0.71,0.475,9.2,riffle,0.29796006783875256,0.4649026078172683,3.5332862463073162,5.947430216753639,12.086071083362691,13.36344783586836
2400,0.51,0.27,7.5,riffle,0.15232934147451543,0.3228238503887443,1.4273308678328644,3.8928396036078325,10.971763703517324,12.276318684799707
2450,0.48,0.23,12.4,riffle,0.12391358998881061,0.30151203677446564,1.0164127452037033,3.5846510116359607,10.754337873303593,12.11324931213941
2500,0.41,0.18,11,riffle,0.0883939006316796,0.2517844716744822,0.5027650919172513,2.865544297034929,10.48255558553643,11.732754109265379
2506,0.495,0.19,10.4,run,0.09549783850310578,0.312167943581605,0.6054946225745417,3.7387453076218966,10.536912043089862,12.194783998469557
2550,0.58,0.2,9.8,run,0.102601776374532,0.37255141548872767,0.7082241532318319,4.611946318208864,10.591268500643295,12.656813887673735
2582,0.74,0.2075,10.5,riffle,0.10792972977810164,0.486214421431547,0.7852713012247994,6.25561880872551,10.632035843808369,13.526517208528658
2600,0.9,0.215,11.2,riffle,0.11325768318167129,0.5998774273743661,0.8623184492177673,7.899291299242156,10.672803186973443,14.39622052938358
2650,0.3,0.065,11,riffle,0.006698615110278264,0.17364115508879402,-0.6786245106415876,1.7355194598047354,9.857456323671954,11.134833076177621
2663,0.35,0.19625,11.6,riffle,0.09993779967274719,0.209160844445925,0.6697005792353481,2.249167113091187,10.570884829060757,11.406615363944784
2700,0.4,0.32749999999999996,12.2,riffle,0.19317698423521604,0.24468053380305604,2.0180256691122835,2.7628147663776383,11.28431333444956,11.678397651711947
2735,0.7050000000000001,0.45874999999999994,13.75,pool,0.28641616879768494,0.4613506388815553,3.3663507589892188,5.896065451424994,11.997741839838364,13.336269607091644
2750,1.01,0.59,15.3,pool,0.3796553533601539,0.6780207439600543,4.714675848866155,9.02931613647235,12.711170345227167,14.994141562471338
2800,0.96,0.56,15.2,pool,0.3583435397458753,0.6425010546029233,4.406487256894285,8.515668483185896,12.54810097256687,14.722359274704175
2842,0.815,0.4,13.15,riffle,0.24468053380305604,0.5394939554672433,2.7628147663776383,7.026090288655187,11.678397651711947,13.934190640179402
2850,0.67,0.24,11.1,riffle,0.1310175278602368,0.43648685633156353,1.119142275860993,5.536512094124478,10.808694330857024,13.146022005654629
2870,0.575,0.195,9.35,run,0.09904980743881889,0.36899944655301453,0.656859387903187,4.560581552880219,10.564090271866577,12.629635658897019
2900,0.48,0.15,7.6,riffle,0.06708208701740098,0.30151203677446564,0.1945764999453803,3.5846510116359607,10.31948621287613,12.11324931213941
2950,0.79,0.29,7.6,riffle,0.1665372172173678,0.5217341107886779,1.6327899291474448,6.769266462011963,11.080476618624187,13.79829949629582
2963,0.67,0.19,8.95,run,0.09549783850310578,0.43648685633156353,0.6054946225745417,5.536512094124478,10.536912043089862,13.146022005654629
3000,0.55,0.09,10.3,run,0.02445845978884377,0.35123960187444914,-0.4218006839983618,4.303757726236994,9.993347467555536,12.493744515013438
3010,0.5,0.095,13.133333333333333,run,0.028010428724556863,0.31571991251731807,-0.3704359186697166,3.790110072950542,10.020525696332252,12.221962227246273
3045,0.45000000000000007,0.1,15.966666666666669,riffle,0.03156239766026997,0.2802002231601871,-0.3190711533410715,3.2764624196640906,10.047703925108967,11.95017993947911
3050,0.4,0.105,18.8,riffle,0.03511436659598306,0.24468053380305604,-0.2677063880124264,2.7628147663776383,10.074882153885685,11.678397651711947
3100,0.36,0.05,11.6,riffle,-0.003957291696861043,0.21626478231735125,-0.8327188066275232,2.3518966437484776,9.775921637341805,11.460971821498216
3133,0.6,0.175,15.05,pool,0.08484193169596647,0.3867592912315801,0.45140032658860596,4.8174053795234455,10.455377356759712,12.7655268027806
3150,0.84,0.3,18.5,pool,0.17364115508879402,0.5572538001458089,1.7355194598047354,7.2829141152984125,11.134833076177621,14.070081784062983
3200,0.95,1.17,13.8,run,0.7916837499028735,0.6353971167314971,10.672988626988994,8.412938952528608,15.86384488332626,14.668002817150743
3212,0.745,0.6849999999999999,13.6,riffle,0.44714276313870277,0.48976639036726005,5.690606390110412,6.306983574054155,13.227556691984777,13.553695437305374
3250,0.54,0.2,13.4,riffle,0.102601776374532,0.3441356640030229,0.7082241532318319,4.2010281955797035,10.591268500643295,12.439388057460004
3300,0.37,0.19,12,riffle,0.09549783850310578,0.22336872018877746,0.6054946225745417,2.4546261744057674,10.536912043089862,11.51532827905165
3340,0.28500000000000003,0.13,12.6,riffle,0.05287421127454858,0.16298524828165473,-0.010882561369200294,1.5814251638188,10.210773297769267,11.053298389847471
3350,0.2,0.07,13.2,riffle,0.010250584045991364,0.102601776374532,-0.6272597453129424,0.7082241532318319,9.88463455244867,10.591268500643295
3376,0.6000000000000001,0.29500000000000004,14.9,pool,0.17008918615308094,0.38675929123158015,1.6841546944760906,4.817405379523446,11.107654847400905,12.7655268027806
3400,1,0.52,16.6,pool,0.3299277882601705,0.6709168060886281,3.995569134265123,8.926586605815059,12.33067514235314,14.939785104917906
3400,1,0.52,16.6,pool,0.3299277882601705,0.6709168060886281,3.995569134265123,8.926586605815059,12.33067514235314,14.939785104917906
3400,1,0.54,16.6,pool,0.3441356640030229,0.6709168060886281,4.2010281955797035,8.926586605815059,12.439388057460004,14.939785104917906
3400,1,0.54,16.6,pool,0.3441356640030229,0.6709168060886281,4.2010281955797035,8.926586605815059,12.439388057460004,14.939785104917906
3400,0.885,0.52,16.6,pool,0.3299277882601705,0.5892215205672269,3.995569134265123,7.745197003256219,12.33067514235314,14.31468584305343
3400,0.885,0.52,16.6,pool,0.3299277882601705,0.5892215205672269,3.995569134265123,7.745197003256219,12.33067514235314,14.31468584305343
3400,0.885,0.54,16.6,pool,0.3441356640030229,0.5892215205672269,4.2010281955797035,7.745197003256219,12.439388057460004,14.31468584305343
3400,0.885,0.54,16.6,pool,0.3441356640030229,0.5892215205672269,4.2010281955797035,7.745197003256219,12.439388057460004,14.31468584305343
3450,1.208,1.05,18.3,pool,0.7064364954457591,0.8186787138142932,9.44023425910151,11.063360843486697,15.211567392685069,16.070399422029304
3468,0.869,0.645,13.9,run,0.418727011652998,0.577855219972945,5.279688267481252,7.580829754204556,13.010130861771048,14.227715510967938
3500,0.53,0.24,9.5,run,0.1310175278602368,0.3370317261315967,1.119142275860993,4.098298664922413,10.808694330857024,12.385031599906572
3507,0.5066666666666667,0.2733333333333333,9.666666666666666,riffle,0.1546973207649908,0.3204558710982689,1.4615740447186274,3.8585964267220696,10.9898825227018,12.258199865615229
3530,0.48333333333333334,0.30666666666666664,9.833333333333334,riffle,0.1783771136697448,0.3038800160649411,1.8040058135762618,3.6188941885217245,11.171070714546577,12.131368131323885
3550,0.46,0.34,10,riffle,0.20205690657449885,0.28730416103161327,2.1464375824338973,3.379191950321381,11.352258906391352,12.004536397032544
3595,0.41,0.255,12.25,pool,0.1416734346673761,0.2517844716744822,1.273236571846929,2.865544297034929,10.890229017187174,11.732754109265379
3600,0.36,0.17,14.5,pool,0.0812899627602534,0.21626478231735125,0.4000355612599611,2.3518966437484776,10.428199127982996,11.460971821498216
3650,0.75,0.55,20.8,pool,0.35123960187444914,0.49331835930297313,4.303757726236994,6.3583483393828,12.493744515013438,13.58087366608209
3700,1.15,0.94,19.7,pool,0.628293178860071,0.7774758741600212,8.310209421871317,10.467529565674413,14.613646359597311,15.755131968219395
3744,0.8599999999999999,0.69,16.65,riffle,0.4506947320744159,0.5714616758886613,5.741971155439058,7.488373176612994,13.254734920761493,14.178794699169849
3750,0.57,0.44,13.6,riffle,0.27309628528876084,0.36544747761730145,3.1737328890068,4.509216787551574,11.895823481925678,12.602457430120301
3780,0.565,0.365,13.95,run,0.21981675125306432,0.3618955086815884,2.403261409077122,4.457852022222928,11.488150050274934,12.575279201343585
3800,0.56,0.29,14.3,pool,0.1665372172173678,0.3583435397458753,1.6327899291474448,4.406487256894285,11.080476618624187,12.54810097256687
3837,0.38,0.275,14.25,riffle,0.15588131041022854,0.23047265806020362,1.4786956331615098,2.557355705063058,10.99894193229404,11.569684736605081
3850,0.2,0.26,14.2,riffle,0.14522540360308922,0.102601776374532,1.3246013371755743,0.7082241532318319,10.91740724596389,10.591268500643295
3900,0.45,0.11,7,riffle,0.03866633553169617,0.28020022316018706,-0.2163416226837811,3.2764624196640906,10.102060382662401,11.95017993947911
3937,0.48,0.205,10.1,run,0.10615374531024507,0.30151203677446564,0.7595889185604772,3.5846510116359607,10.618446729420011,12.11324931213941
3950,0.51,0.3,13.2,run,0.17364115508879402,0.3228238503887443,1.7355194598047354,3.8928396036078325,11.134833076177621,12.276318684799707
3964,0.54,0.205,13.05,riffle,0.10615374531024507,0.3441356640030229,0.7595889185604772,4.2010281955797035,10.618446729420011,12.439388057460004
4000,0.57,0.11,12.9,run,0.03866633553169617,0.36544747761730145,-0.2163416226837811,4.509216787551574,10.102060382662401,12.602457430120301
4050,0.65,0.21,10.9,run,0.10970571424595818,0.4222789805887111,0.810953683889122,5.331053032809897,10.645624958196727,13.037309090547764
4057,0.5800000000000001,0.155,9.8,riffle,0.07063405595311409,0.3725514154887277,0.24594126527402538,4.611946318208865,10.346664441652848,12.656813887673735
4100,0.51,0.1,8.7,riffle,0.03156239766026997,0.3228238503887443,-0.3190711533410715,3.8928396036078325,10.047703925108967,12.276318684799707
4125,0.575,0.16,11.2,pool,0.07418602488882718,0.36899944655301453,0.2973060306026707,4.560581552880219,10.373842670429564,12.629635658897019
4150,0.64,0.22,13.7,run,0.1168096521173844,0.4151750427172849,0.9136832145464127,5.228323502152607,10.699981415750159,12.98295263299433
4200,0.67,0.18,11.4,run,0.0883939006316796,0.43648685633156353,0.5027650919172513,5.536512094124478,10.48255558553643,13.146022005654629
4250,0.51,0.34,12,riffle,0.20205690657449885,0.3228238503887443,2.1464375824338973,3.8928396036078325,11.352258906391352,12.276318684799707
4300,0.54,0.33,7.4,riffle,0.19495296870307263,0.3441356640030229,2.0437080517766066,4.2010281955797035,11.297902448837918,12.439388057460004
4348,0.505,0.36,9.55,pool,0.21626478231735125,0.31927188145303115,2.3518966437484776,3.8414748382791872,11.460971821498216,12.24914045602299
4350,0.47,0.39,11.7,pool,0.23757659593162983,0.29440809890303943,2.6600852357203486,3.481921480978671,11.624041194158515,12.058892854585975
4359,0.64,0.33,12.55,pool,0.19495296870307263,0.4151750427172849,2.0437080517766066,5.228323502152607,11.297902448837918,12.98295263299433
4400,0.81,0.27,13.4,pool,0.15232934147451543,0.5359419865315305,1.4273308678328644,6.974725523326542,10.971763703517324,13.907012411402686
4450,0.67,0.68,13.2,pool,0.44359079420298975,0.43648685633156353,5.639241624781769,5.536512094124478,13.200378463208061,13.146022005654629
4490,0.795,0.6100000000000001,14.1,run,0.39386322910300636,0.525286079724391,4.920134910180737,6.820631227340607,12.819883260334034,13.825477725072538
4500,0.92,0.54,15,pool,0.3441356640030229,0.6140853031172187,4.2010281955797035,8.104750360556737,12.439388057460004,14.504933444490444
4550,0.87,0.48,12.2,pool,0.30151203677446564,0.5785656137600876,3.5846510116359607,7.591102707270284,12.11324931213941,14.233151156723281
4600,0.66,0.3,10.7,pool,0.17364115508879402,0.4293829184601373,1.7355194598047354,5.4337825634671875,11.134833076177621,13.091665548101197
4606,0.635,0.43499999999999994,11.05,riffle,0.2695443163530477,0.4116230737815718,3.1223681236781538,5.176958736823962,11.868645253148962,12.955774404217614
4650,0.61,0.57,11.4,run,0.36544747761730145,0.3938632291030063,4.509216787551574,4.920134910180735,12.602457430120301,12.819883260334032
4700,0.63,0.46,14,pool,0.28730416103161327,0.4080711048458587,3.379191950321381,5.1255939714953165,12.004536397032544,12.928596175440898
4730,0.605,0.415,11.35,run,0.25533644061019534,0.3903112601672932,2.9169090623635734,4.86877014485209,11.759932338042097,12.792705031557317
4750,0.58,0.37,8.7,run,0.22336872018877746,0.37255141548872767,2.4546261744057674,4.611946318208864,11.51532827905165,12.656813887673735
4772,0.49666666666666665,0.2866666666666667,8.766666666666666,riffle,0.16416923792689242,0.3133519332268426,1.5985467522616819,3.755866896064778,11.062357799439711,12.203843408061797
4778,0.4133333333333334,0.20333333333333337,8.833333333333334,run,0.10496975566500741,0.2541524509649577,0.7424673301175957,2.899787473920693,10.609387319827771,11.750872928449859
4800,0.33,0.12,8.9,riffle,0.04577027340312237,0.19495296870307263,-0.11361209202649092,2.0437080517766066,10.156416840215833,11.297902448837918
4841,0.355,0.115,11.9,pool,0.042218304467409276,0.2127128133816381,-0.1649768573551358,2.3005318784198323,10.129238611439117,11.4337935927215
4850,0.38,0.11,14.9,run,0.03866633553169617,0.23047265806020362,-0.2163416226837811,2.557355705063058,10.102060382662401,11.569684736605081
4900,0.82,0.46,15.4,run,0.28730416103161327,0.5430459244029564,3.379191950321381,7.077455053983833,12.004536397032544,13.961368868956118
4915,0.605,0.28,12.8,riffle,0.15943327934594162,0.3903112601672932,1.530060398490155,4.86877014485209,11.026120161070756,12.792705031557317
4950,0.39,0.1,10.2,riffle,0.03156239766026997,0.23757659593162983,-0.3190711533410715,2.6600852357203486,10.047703925108967,11.624041194158515
4975,0.6950000000000001,0.345,11.6,pool,0.20560887551021192,0.45424670101012904,2.1978023477625417,5.793335920767704,11.379437135168068,13.28191314953821
5000,1,0.59,13,pool,0.3796553533601539,0.6709168060886281,4.714675848866155,8.926586605815059,12.711170345227167,14.939785104917906
5050,0.54,0.16,12.6,run,0.07418602488882718,0.3441356640030229,0.2973060306026707,4.2010281955797035,10.373842670429564,12.439388057460004
5056,0.48333333333333334,0.19666666666666663,11.4,run,0.10023379708405655,0.3038800160649411,0.673980976346068,3.6188941885217245,10.573149681458817,12.131368131323885
5092,0.4266666666666667,0.23333333333333336,10.2,riffle,0.12628156927928602,0.26362436812685924,1.0506559220894667,3.0367601814637464,10.77245669248807,11.823348205187768
