system:index,date,pdsi,.geo
202201,2022-01-01,-228,"{""type"":""MultiPoint"",""coordinates"":[]}"
202202,2022-02-01,-246,"{""type"":""MultiPoint"",""coordinates"":[]}"
202203,2022-03-01,-227,"{""type"":""MultiPoint"",""coordinates"":[]}"
202204,2022-04-01,-178,"{""type"":""MultiPoint"",""coordinates"":[]}"
202205,2022-05-01,-174,"{""type"":""MultiPoint"",""coordinates"":[]}"
202206,2022-06-01,-262,"{""type"":""MultiPoint"",""coordinates"":[]}"
202207,2022-07-01,-187,"{""type"":""MultiPoint"",""coordinates"":[]}"
202208,2022-08-01,-195,"{""type"":""MultiPoint"",""coordinates"":[]}"
202209,2022-09-01,-130,"{""type"":""MultiPoint"",""coordinates"":[]}"
202210,2022-10-01,-140,"{""type"":""MultiPoint"",""coordinates"":[]}"
202211,2022-11-01,-136,"{""type"":""MultiPoint"",""coordinates"":[]}"
202212,2022-12-01,-145,"{""type"":""MultiPoint"",""coordinates"":[]}"
202301,2023-01-01,-164,"{""type"":""MultiPoint"",""coordinates"":[]}"
202302,2023-02-01,-194,"{""type"":""MultiPoint"",""coordinates"":[]}"
202303,2023-03-01,-230,"{""type"":""MultiPoint"",""coordinates"":[]}"
202304,2023-04-01,-124,"{""type"":""MultiPoint"",""coordinates"":[]}"
202305,2023-05-01,-159,"{""type"":""MultiPoint"",""coordinates"":[]}"
202306,2023-06-01,-148,"{""type"":""MultiPoint"",""coordinates"":[]}"
202307,2023-07-01,-170,"{""type"":""MultiPoint"",""coordinates"":[]}"
202308,2023-08-01,-182,"{""type"":""MultiPoint"",""coordinates"":[]}"
202309,2023-09-01,-170,"{""type"":""MultiPoint"",""coordinates"":[]}"
202310,2023-10-01,-244,"{""type"":""MultiPoint"",""coordinates"":[]}"
202311,2023-11-01,-289,"{""type"":""MultiPoint"",""coordinates"":[]}"
202312,2023-12-01,-286,"{""type"":""MultiPoint"",""coordinates"":[]}"
202401,2024-01-01,-257,"{""type"":""MultiPoint"",""coordinates"":[]}"
202402,2024-02-01,-302,"{""type"":""MultiPoint"",""coordinates"":[]}"
202403,2024-03-01,-243,"{""type"":""MultiPoint"",""coordinates"":[]}"
202404,2024-04-01,-250,"{""type"":""MultiPoint"",""coordinates"":[]}"
202405,2024-05-01,-119,"{""type"":""MultiPoint"",""coordinates"":[]}"
202406,2024-06-01,-185,"{""type"":""MultiPoint"",""coordinates"":[]}"
202407,2024-07-01,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
202408,2024-08-01,287,"{""type"":""MultiPoint"",""coordinates"":[]}"
202409,2024-09-01,402,"{""type"":""MultiPoint"",""coordinates"":[]}"
202410,2024-10-01,300,"{""type"":""MultiPoint"",""coordinates"":[]}"
202411,2024-11-01,266,"{""type"":""MultiPoint"",""coordinates"":[]}"
202412,2024-12-01,285,"{""type"":""MultiPoint"",""coordinates"":[]}"
