site,date,LAI,PAR_inc,PAR_surface
NHC,2016-12-01,0.678664460752286,6446.41046,3464.8530120939267
NHC,2016-12-02,0.67725322016425,6430.9994,3456.903204646351
NHC,2016-12-03,0.6766442615895363,5932.24338,3211.15329556511
NHC,2016-12-04,0.6760353030148225,1930.587246,1166.9543289312742
NHC,2016-12-05,0.6754263444401087,5584.211332,3098.4387043920374
NHC,2016-12-06,0.6748969804068228,1359.9192879999998,823.0731172788966
NHC,2016-12-07,0.6746700756309625,6166.466124,3313.2258247060563
NHC,2016-12-08,0.6744431708551022,3665.650632,2138.035214367875
NHC,2016-12-09,0.6742162660792419,6463.95666,3448.6455961298266
NHC,2016-12-10,0.674019067502069,6401.33998,3416.2666052070945
NHC,2016-12-11,0.6739347524799082,3746.824004,2125.5406970946615
NHC,2016-12-12,0.6738504374577474,2766.2704719999997,1619.8234760312655
NHC,2016-12-13,0.6737661224355866,2335.30409,1362.1767390882114
NHC,2016-12-14,0.6736928525573924,5693.069648,3073.4717997352623
NHC,2016-12-15,0.6736615542262707,6331.332756,3364.251512820522
NHC,2016-12-16,0.673630255895149,4585.261772,2561.365612771394
NHC,2016-12-17,0.6735989575640273,2444.0080839999996,1466.5887435190446
NHC,2016-12-18,0.6735717601898786,4337.509427999999,2421.1129964589763
NHC,2016-12-19,0.6735601464522275,1899.6784519999999,1150.8515254538568
NHC,2016-12-20,0.6735485327145764,5957.712852,3183.3365887488344
NHC,2016-12-21,0.6735369189769252,6169.577931999999,3290.875875739719
NHC,2016-12-22,0.6735268270907201,5492.544064,2991.1869843866766
NHC,2016-12-23,0.6735225182400099,5177.071844,2868.2238162678586
NHC,2016-12-24,0.6735182093892996,1201.5341799999999,727.9278768884551
NHC,2016-12-25,0.6735139005385894,2323.3007979999998,1368.8781071851608
NHC,2016-12-26,0.6735101563324211,2764.49894,1660.906916446557
NHC,2016-12-27,0.673508557775512,3265.8002159999996,1898.1058503492302
NHC,2016-12-28,0.6735069592186029,6286.143892,3353.019559699261
NHC,2016-12-29,0.6735053606616939,4908.3359359999995,2726.6302849524495
NHC,2016-12-30,0.6735039415711265,5201.336335999999,2852.9280612884336
NHC,2016-12-31,0.6735032044526571,4694.49638,2621.286210076197
NHC,2017-01-01,0.6740027313740788,1972.693898,1194.9209351415782
NHC,2017-01-02,0.676403261647087,1738.2428419999999,1051.3529274334387
NHC,2017-01-03,0.6788037919200951,3438.12504,1969.3350200827376
NHC,2017-01-04,0.6812043221931032,5367.623576,2943.234744238836
NHC,2017-01-05,0.6836048524661114,4004.030156,2275.914135984966
NHC,2017-01-06,0.6860053827391195,2240.070504,1344.960641714557
NHC,2017-01-07,0.6884059130121276,2278.95542,1300.668284228599
NHC,2017-01-08,0.6908064432851359,6913.283132,3642.175572588462
NHC,2017-01-09,0.693206973558144,5376.6419,2945.9124227176458
NHC,2017-01-10,0.6956075038311521,4424.103096,2474.748655016538
NHC,2017-01-11,0.6980080341041602,1891.539552,1110.3713926130908
NHC,2017-01-12,0.7004085643771684,6148.52672,3312.3179601471466
NHC,2017-01-13,0.7022479317807538,3162.028184,1830.2595824536124
NHC,2017-01-14,0.701954880280533,2530.5383319999996,1493.4429970860865
NHC,2017-01-15,0.7016618287803121,2871.3405,1699.6745483074633
NHC,2017-01-16,0.7013687772800914,2514.991976,1492.672268445178
NHC,2017-01-17,0.7010704961595529,3193.0617039999997,1823.959500574643
NHC,2017-01-18,0.7007523424818068,6055.421931999999,3273.294793520044
NHC,2017-01-19,0.7004341888040607,6816.981976,3629.8949740092617
NHC,2017-01-20,0.7001160351263147,4094.5093559999996,2303.100800201244
NHC,2017-01-21,0.6997922039047909,5970.938036,3299.3724443710616
NHC,2017-01-22,0.6994467980169116,4414.924108,2495.3749521068485
NHC,2017-01-23,0.6991013921290321,7099.272851999999,3825.772349208364
NHC,2017-01-24,0.6987559862411526,7144.1107919999995,3873.6488807836085
NHC,2017-01-25,0.6984044173558374,7486.6253,4024.0188860367452
NHC,2017-01-26,0.6980294290802656,6442.558752,3538.0324213000004
NHC,2017-01-27,0.6976544408046937,5325.31398,2996.2951242818513
NHC,2017-01-28,0.6972794525291219,6942.4605599999995,3809.3230055825707
NHC,2017-01-29,0.696897787004627,6600.652128,3631.448320844225
NHC,2017-01-30,0.6964907479342244,6328.339332,3520.6875950741914
NHC,2017-01-31,0.6960837088638218,7954.96086,4332.820555841798
NHC,2017-02-01,0.6956766697934191,6377.891492,3544.188682208567
NHC,2017-02-02,0.6952625220568943,6609.61126,3710.1134517840023
NHC,2017-02-03,0.6948213613891052,2550.634016,1519.8290625911334
NHC,2017-02-04,0.6943802007213161,8513.078,4675.145015418614
NHC,2017-02-05,0.6939390400535269,6134.515127999999,3471.134054568582
NHC,2017-02-06,0.6934911561588095,8450.48246,4675.270735029611
NHC,2017-02-07,0.6930177240017644,7613.7824,4248.157603108388
NHC,2017-02-08,0.6925442918447193,7848.584379999999,4411.611275153614
NHC,2017-02-09,0.6920708596876742,7959.243823999999,4500.104128340791
NHC,2017-02-10,0.6915951626692721,5598.819071999999,3269.2503581675587
NHC,2017-02-11,0.6911108591777134,6418.471836,3645.1363146957783
NHC,2017-02-12,0.6906265556861548,7910.10178,4477.65669513836
NHC,2017-02-13,0.6901422521945961,9401.486499999999,5294.244242998526
NHC,2017-02-14,0.6896743880059291,6795.123216,3905.881876978718
NHC,2017-02-15,0.68926899316825,4279.91984,2478.6465740796525
NHC,2017-02-16,0.6888635983305709,9246.36118,5282.80726784311
NHC,2017-02-17,0.6884582034928917,9199.409239999999,5302.8007912414
NHC,2017-02-18,0.6881249163456189,8093.047339999999,4630.989488383818
NHC,2017-02-19,0.6880656384218904,9262.406439999999,5323.270607945463
NHC,2017-02-20,0.688006360498162,9581.43018,5504.010124260862
NHC,2017-02-21,0.6879470825744335,9461.43954,5447.721632839155
NHC,2017-02-22,0.6880884199394124,4271.755572,2554.2395904700834
NHC,2017-02-23,0.6889920954014793,7974.101016,4688.405879327648
NHC,2017-02-24,0.6898957708635463,9678.965912,5606.612593982058
NHC,2017-02-25,0.6907994463256132,9531.231135999999,5529.500901107338
NHC,2017-02-26,0.692142009287864,10540.877536,6123.16124284826
NHC,2017-02-27,0.6951523447508136,8539.811644,4936.679485552126
NHC,2017-02-28,0.6981626802137632,9965.598944,5792.144113368436
NHC,2017-03-01,0.7011730156767128,9942.662043999999,5795.534928956827
NHC,2017-03-02,0.7049843716700813,11277.691095999999,6558.541310487709
NHC,2017-03-03,0.7118396056790415,9519.084092,5425.40862959336
NHC,2017-03-04,0.7186948396880016,10832.96046,6303.222829782666
NHC,2017-03-05,0.7255500736969619,11519.48196,6644.10322816939
NHC,2017-03-06,0.7336621296873499,8562.325744,4869.712284371903
NHC,2017-03-07,0.7465501092071636,10667.142528,6097.738437936173
NHC,2017-03-08,0.7594380887269773,11233.284411999999,6460.05836042758
NHC,2017-03-09,0.7723260682467908,12054.856688,6786.189564954753
NHC,2017-03-10,0.7869440557166918,9710.079764,5441.952357942081
NHC,2017-03-11,0.8081360733969243,8751.114399999999,4739.249559526937
NHC,2017-03-12,0.8293280910771567,10978.76304,6035.921251880506
NHC,2017-03-13,0.8505201087573891,5703.789742,2925.0929667495366
NHC,2017-03-14,0.8738328350619096,6556.325776,3448.0443738893678
NHC,2017-03-15,0.9052042541387242,13025.419456,6787.12875316469
NHC,2017-03-16,0.9365756732155388,13018.312188,6653.276455449124
NHC,2017-03-17,0.9679470922923534,11548.456444,5774.473191595875
NHC,2017-03-18,1.0016587131657986,8428.530684,4125.066573268397
NHC,2017-03-19,1.0442631008664398,12448.990848,5966.855639644616
NHC,2017-03-20,1.0868674885670808,12920.670756,6038.063878754049
NHC,2017-03-21,1.1294718762677218,11615.482928,5280.51003016022
NHC,2017-03-22,1.1744156408094542,13236.290955999999,5879.131955083907
NHC,2017-03-23,1.228249037347332,13639.870468,5851.971112124272
NHC,2017-03-24,1.2820824338852097,10129.869428,4140.829339148611
NHC,2017-03-25,1.3359158304230876,12320.01148,4897.9092958524425
NHC,2017-03-26,1.3918683099284221,11754.296623999999,4596.827338713663
NHC,2017-03-27,1.4558733047100918,11780.201579999999,4434.344053560857
NHC,2017-03-28,1.5198782994917615,10461.137456,3837.3512516970045
NHC,2017-03-29,1.5838832942734313,12075.789515999999,4201.167491300455
NHC,2017-03-30,1.6496104871649127,9654.202516,3290.386298733072
NHC,2017-03-31,1.7218820328736775,7995.076123999999,2508.1542872116715
NHC,2017-04-01,1.7941535785824425,13609.200556,4205.458170757928
NHC,2017-04-02,1.8664251242912075,13899.55,4123.248235709785
NHC,2017-04-03,1.939911940528407,11096.68196,3178.140098488852
NHC,2017-04-04,2.0180167847736583,13649.294679999999,3710.0699687027277
NHC,2017-04-05,2.0961216290189095,11981.674235999999,3170.5618447233783
NHC,2017-04-06,2.174226473264161,10082.909032,2544.7410582870257
NHC,2017-04-07,2.253000324260247,7755.915075999999,1734.1439344555406
NHC,2017-04-08,2.334316400909506,14600.903323999999,3332.4850391077994
NHC,2017-04-09,2.415632477558764,14677.582332,3209.8187028395632
NHC,2017-04-10,2.4969485542080228,14319.999232,2992.041982321707
NHC,2017-04-11,2.5784084356376176,14332.683232,2870.5115620807805
NHC,2017-04-12,2.660414775232489,13994.240287999999,2670.331715235246
NHC,2017-04-13,2.7424211148273607,13965.540624,2574.2990834690577
NHC,2017-04-14,2.824427454422232,13212.0772,2357.289664363749
NHC,2017-04-15,2.906116180098929,13823.961815999999,2318.5397312135724
NHC,2017-04-16,2.986597972886564,14468.672623999999,2326.826845155404
NHC,2017-04-17,3.067079765674199,13366.857938,2083.746769242008
NHC,2017-04-18,3.1475615584618337,6310.125108,850.9870995383131
NHC,2017-04-19,3.2273519353385236,2889.4109719999997,368.2414088632746
NHC,2017-04-20,3.3045149317536215,12532.531899999998,1708.702713519785
NHC,2017-04-21,3.38167792816872,13792.594283999999,1844.7012929238717
NHC,2017-04-22,3.4588409245838183,13161.954259999999,1686.5897254294307
NHC,2017-04-23,3.535033987024771,5595.3901639999995,601.7779996708724
NHC,2017-04-24,3.607541300363973,7747.279385999999,824.2388499509009
NHC,2017-04-25,3.6800486137031756,4106.250512,404.68896475843144
NHC,2017-04-26,3.752555927042378,14750.274335999999,1615.4559486624319
NHC,2017-04-27,3.823906011563209,15219.206043999999,1595.7612202706632
NHC,2017-04-28,3.890858626574229,15164.153256,1546.479741299727
NHC,2017-04-29,3.957811241585249,15083.986148,1477.273248903025
NHC,2017-04-30,4.024763856596269,14762.362188,1388.9844903770854
NHC,2017-05-01,4.090451940468956,13747.629503999999,1198.0143882042057
NHC,2017-05-02,4.151334806015973,16517.848928,1466.0247903521351
NHC,2017-05-03,4.212217671562992,16352.301588,1410.5738295750828
NHC,2017-05-04,4.273100537110009,12729.780783999999,993.058975171141
NHC,2017-05-05,4.332676963977457,10414.375775999999,755.5191944737072
NHC,2017-05-06,4.387288923862539,10454.021732,793.4987008207139
NHC,2017-05-07,4.441900883747621,16757.056484,1290.1792375762982
NHC,2017-05-08,4.496512843632704,16953.45554,1277.8692733368298
NHC,2017-05-09,4.549826627630798,5053.65441,305.4101417629996
NHC,2017-05-10,4.5982073432583395,16184.750176,1163.4149101529501
NHC,2017-05-11,4.64658805888588,13443.1374,892.543761436895
NHC,2017-05-12,4.69496877451342,10797.787728,631.9206286178301
NHC,2017-05-13,4.7420956138293775,12077.844324,748.3259962400103
NHC,2017-05-14,4.7844577231613155,16758.214956,1098.1776193943533
NHC,2017-05-15,4.826819832493254,16614.847704,1066.981129979523
NHC,2017-05-16,4.869181941825193,16730.686448,1053.1532900070515
NHC,2017-05-17,4.910358364809623,16663.909416,1027.3994589250728
NHC,2017-05-18,4.947029179673521,16594.688599999998,1010.9774647082162
NHC,2017-05-19,4.983699994537419,16081.498188,958.5204415804608
NHC,2017-05-20,5.020370809401317,16491.275948,971.0296234175319
NHC,2017-05-21,5.055938174856818,12331.401711999999,647.295272854042
NHC,2017-05-22,5.0873124325604095,14239.874403999998,846.0883610864338
NHC,2017-05-23,5.118686690264001,6464.476704,282.6580265148019
NHC,2017-05-24,5.150060947967591,10851.453732,536.3035082029809
NHC,2017-05-25,5.180420450985983,13249.795188,640.4437201399677
NHC,2017-05-26,5.206923886200614,17113.40078,919.9701470732876
NHC,2017-05-27,5.233427321415245,16765.482888,890.3785429712206
NHC,2017-05-28,5.259930756629877,13900.201111999999,670.0131605200737
NHC,2017-05-29,5.285509007586225,16383.220952,857.0645428264432
NHC,2017-05-30,5.307571558361099,13101.011868,628.3272356742702
NHC,2017-05-31,5.329634109135974,15621.694732,795.2212065861668
NHC,2017-06-01,5.351696659910847,16034.719595999999,780.3447623160523
NHC,2017-06-02,5.372920566803321,16783.659059999998,830.3968864264629
NHC,2017-06-03,5.390957626942677,16760.485392,821.0499603692801
NHC,2017-06-04,5.408994687082032,15604.055515999999,761.189346380599
NHC,2017-06-05,5.427031747221387,6895.301447999999,267.17427245667193
NHC,2017-06-06,5.444311101423644,15468.899039999998,742.9462838097983
NHC,2017-06-07,5.458711173064923,13413.131284,614.2102340851175
NHC,2017-06-08,5.473111244706203,16275.867804,769.0624793377871
NHC,2017-06-09,5.487511316347483,16558.281292,785.5755868039494
NHC,2017-06-10,5.501227463023647,16348.690875999999,762.201841000599
NHC,2017-06-11,5.512344694832371,16675.045968,771.4052681561247
NHC,2017-06-12,5.523461926641095,16096.520272,727.504512410204
NHC,2017-06-13,5.5345791584498185,14369.568303999999,640.2816047719579
NHC,2017-06-14,5.5450782825425105,14650.975527999999,640.848504555913
NHC,2017-06-15,5.553228597314282,14288.471035999999,622.2134180642709
NHC,2017-06-16,5.561378912086054,9222.654784,345.23238512968936
NHC,2017-06-17,5.569529226857826,8402.744112,300.10707450995983
NHC,2017-06-18,5.577119008759688,14405.506303999999,634.8050644020304
NHC,2017-06-19,5.582578765755892,9779.791028,377.3215629953564
NHC,2017-06-20,5.588038522752096,13267.836064,573.0863236796575
NHC,2017-06-21,5.5934982797482995,10851.411451999998,440.0120861059977
NHC,2017-06-22,5.59844691374596,11593.425452,443.7419628852556
NHC,2017-06-23,5.6014532803491495,13811.823228,591.1329396478926
NHC,2017-06-24,5.604459646952339,12257.033306,541.3560608354596
NHC,2017-06-25,5.607466013555529,15703.104871999998,686.539185843559
NHC,2017-06-26,5.610002805315692,16965.615267999998,751.0104545634757
NHC,2017-06-27,5.610755212672355,13703.911983999998,531.143960119998
NHC,2017-06-28,5.611507620029019,17088.628928,754.5100657160364
NHC,2017-06-29,5.612260027385682,16650.781476,735.4757834623164
NHC,2017-06-30,5.612576979592773,8855.00693,298.5504286656371
NHC,2017-07-01,5.611239202231489,14776.217343999999,685.1056107097743
NHC,2017-07-02,5.609901424870205,16450.230524,711.6327592967903
NHC,2017-07-03,5.6085636475089204,15560.608588,682.583080642586
NHC,2017-07-04,5.606817600988253,11113.860324,377.956098110492
NHC,2017-07-05,5.6035201316619325,10970.353548,409.2257969901956
NHC,2017-07-06,5.600222662335612,15810.022535999999,678.38855896970006
NHC,2017-07-07,5.59692519300929,16686.478479999998,710.2290413344984
NHC,2017-07-08,5.593240215625047,17154.302452,771.4954267578042
NHC,2017-07-09,5.588082707620701,17869.523616,791.1681231252254
NHC,2017-07-10,5.582925199616353,17104.424735999997,755.4861091091176
NHC,2017-07-11,5.5777676916120065,16843.895376,734.6944034668325
NHC,2017-07-12,5.572237502943019,16435.720028,709.6725417837555
NHC,2017-07-13,5.565291127748396,15148.88172,656.9164684647083
NHC,2017-07-14,5.558344752553774,14336.382732,601.8850675376615
NHC,2017-07-15,5.551398377359152,15534.813559999999,635.0165057946214
NHC,2017-07-16,5.544088668559512,13594.812672,547.6715346745741
NHC,2017-07-17,5.535398292060808,14444.873211999999,607.6487559640182
NHC,2017-07-18,5.526707915562104,11334.946672,463.4975485254516
NHC,2017-07-19,5.5180175390634,17544.770936,791.8426763039279
NHC,2017-07-20,5.508968099293169,17533.207356,791.6914117472144
NHC,2017-07-21,5.4985542190911385,17368.505616,789.6595435591026
NHC,2017-07-22,5.488140338889108,15736.12978,687.8040315465389
NHC,2017-07-23,5.477726458687077,14473.966079999998,660.0602818799704
NHC,2017-07-24,5.466953056400814,15752.919167999999,735.4805535625133
NHC,2017-07-25,5.454813470194467,16385.567492,746.0975161271558
NHC,2017-07-26,5.44267388398812,14027.180636,619.304265978114
NHC,2017-07-27,5.430534297781773,15716.17362,738.655221560955
NHC,2017-07-28,5.418030290656431,13601.928396,618.7736680689425
NHC,2017-07-29,5.404141484038907,10350.516064,420.1429821428587
NHC,2017-07-30,5.390252677421382,17665.446512,826.7220614709463
NHC,2017-07-31,5.376363870803858,17638.154771999998,828.9040291537777
NHC,2017-08-01,5.362101535122434,16628.013695999998,795.4422258604683
NHC,2017-08-02,5.346419788998195,14502.754531999999,691.8498252098601
NHC,2017-08-03,5.330738042873955,15004.153052,720.4067295065893
NHC,2017-08-04,5.315056296749716,13862.330915999999,653.70945805946
NHC,2017-08-05,5.298987877953459,16212.819867999999,794.9481866402294
NHC,2017-08-06,5.281450103003537,10734.904684,483.24606806652145
NHC,2017-08-07,5.263912328053615,9435.686791999999,434.59714981358843
NHC,2017-08-08,5.246374553103693,6233.285436,253.91254473518015
NHC,2017-08-09,5.228433045777128,14461.408919999998,708.8718361529745
NHC,2017-08-10,5.208957355419318,14513.409092,726.0091094491914
NHC,2017-08-11,5.189481665061508,9103.987508,416.013344882469
NHC,2017-08-12,5.170005974703698,8159.735583999999,345.8512477792069
NHC,2017-08-13,5.150105643850559,10857.753451999999,533.5696875811637
NHC,2017-08-14,5.128591679115167,9842.838963999999,472.56424668629313
NHC,2017-08-15,5.107077714379774,10968.133848,527.2733837058512
NHC,2017-08-16,5.085563749644383,14072.525935999998,739.0914672409488
NHC,2017-08-17,5.063600406871021,10824.026696,541.9328936410789
NHC,2017-08-18,5.0399294275533775,12912.700975999998,708.3882262162
NHC,2017-08-19,5.0162584482357335,13478.741387999999,718.2688230542888
NHC,2017-08-20,4.99258746891809,15055.831896,823.4886537943295
NHC,2017-08-21,4.9684385181011645,11515.528779999999,607.9088543007592
NHC,2017-08-22,4.94247327558697,14615.062896,810.3171305795777
NHC,2017-08-23,4.916508033072776,11572.968273999999,599.2349980596392
NHC,2017-08-24,4.890542790558582,11187.068143999999,625.2057608165967
NHC,2017-08-25,4.864067058970354,8996.334171999999,458.1670385095378
NHC,2017-08-26,4.8356514689007994,9364.263187999999,510.7596997561838
NHC,2017-08-27,4.8072358788312455,15186.32066,872.3751704783552
NHC,2017-08-28,4.7788202887616915,9504.100059999999,489.40547802570825
NHC,2017-08-29,4.749857663399031,3365.621182,181.21962188043796
NHC,2017-08-30,4.718816303922573,12711.697628,722.4698382701326
NHC,2017-08-31,4.687774944446114,6671.310463999999,385.7721335068245
NHC,2017-09-01,4.656733584969656,6583.839486,383.8234588046896
NHC,2017-09-02,4.625104483720148,11081.300496,660.4567353266095
NHC,2017-09-03,4.59124196373305,13700.11524,841.5345373969114
NHC,2017-09-04,4.557379443745952,13559.111439999999,842.634182226147
NHC,2017-09-05,4.523516923758855,12267.821048,785.371003647229
NHC,2017-09-06,4.489021654801583,7059.901715999999,434.2711293821909
NHC,2017-09-07,4.452121939757647,13764.778272,892.8850201183448
NHC,2017-09-08,4.415222224713712,13556.079963999999,891.6217688595319
NHC,2017-09-09,4.3783225096697755,13455.491616,897.259009343614
NHC,2017-09-10,4.340740626860492,13016.126311999999,868.6453086618208
NHC,2017-09-11,4.300566506542888,6775.617338,456.4107215949938
NHC,2017-09-12,4.260392386225286,5509.0374919999995,385.41441737441147
NHC,2017-09-13,4.2202182659076835,12870.754987999999,915.6317596517933
NHC,2017-09-14,4.179308149047139,7069.6261159999995,531.7405134938724
NHC,2017-09-15,4.13560124532342,8789.508867999999,647.2921149466589
NHC,2017-09-16,4.0918943415997004,11675.131551999999,879.6381723765198
NHC,2017-09-17,4.048187437875981,11596.702152,878.7978198642203
NHC,2017-09-18,4.003686593211683,11560.206055999999,907.4129667978833
NHC,2017-09-19,3.956168772973185,12205.589116,971.1141767948696
NHC,2017-09-20,3.9086509527346864,11374.29244,913.8307197226978
NHC,2017-09-21,3.861133132496188,11087.080172,936.1681352632197
NHC,2017-09-22,3.8127602899171316,11775.483132,1001.1000174373402
NHC,2017-09-23,3.761138362443955,11819.9025,1027.1451198400566
NHC,2017-09-24,3.709516434970779,11649.264648,1033.1598746743941
NHC,2017-09-25,3.6578945074976033,11428.740624,1029.9731528758443
NHC,2017-09-26,3.6053558475427923,10038.07532,957.7580386078818
NHC,2017-09-27,3.54933360415777,11322.698155999999,1084.518512446661
NHC,2017-09-28,3.4933113607727475,11320.009148,1112.6332883698556
NHC,2017-09-29,3.437289117387725,8117.573968,812.0278462350683
NHC,2017-09-30,3.380293642924099,11611.12386,1196.4346600459344
NHC,2017-10-01,3.3195998903617783,11763.395279999999,1237.6496093654146
NHC,2017-10-02,3.258906137799458,11566.47618,1255.6456742898326
NHC,2017-10-03,3.198212385237138,11411.5834,1277.7350477188684
NHC,2017-10-04,3.1365070307346685,11367.527639999998,1311.7357678157127
NHC,2017-10-05,3.0709575888596334,11283.009919999999,1347.6303822121986
NHC,2017-10-06,3.0054081469845983,10934.495879999999,1356.465798065002
NHC,2017-10-07,2.939858705109563,7613.401879999999,1014.9754440121484
NHC,2017-10-08,2.8733047708130326,6403.889464,922.2838158509155
NHC,2017-10-09,2.802933765314819,7781.426828,1158.436380817027
NHC,2017-10-10,2.732562759816606,7300.394584,1132.956326844347
NHC,2017-10-11,2.6621917543183926,6325.303628,1040.9089499234326
NHC,2017-10-12,2.590923405165215,8110.542804,1281.3955910848076
NHC,2017-10-13,2.5162451501231717,6086.962812,1068.2213661069297
NHC,2017-10-14,2.4415668950811282,10105.913579999999,1716.29278145242
NHC,2017-10-15,2.3668886400390847,10021.827115999999,1778.0768780544925
NHC,2017-10-16,2.291617583861118,5055.01794,966.9049483029551
NHC,2017-10-17,2.2140938833666426,10436.83914,2007.0402650479414
NHC,2017-10-18,2.136570182872167,10340.918504,2085.4543979445098
NHC,2017-10-19,2.0590464823776915,10044.2482,2126.510822769399
NHC,2017-10-20,1.9815676128051682,9849.857444,2191.471408743092
